pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2013000139,1,1,2,8900,0,,9999,,,,,,12,2013,10,25,1,4,5,6,9,3,2,8,3,0,1,1,3,1,3,,1,1,9,9,9,0,0,9,2,24,241,0,26,2,217306,750736
2013000140,1,1,2,7600,205,,9999,,,,,,12,2013,10,21,1,4,5,2,1,3,2,9,0,3,1,1,3,1,6,2,1,1,9,9,9,0,0,9,2,24,246,0,16,3,207973,759722
2013000141,1,1,1,9000,811,814,,8380023,,,,,34,2013,10,23,1,4,5,4,1,3,2,8,9,0,2,1,4,3,6,2,1,1,9,9,9,0,0,9,6,62,623,0,14,1,180632,572821
2013000143,1,1,2,5000,2648,,64,,,,,,20,2013,10,17,1,4,5,5,9,3,2,8,0,1,1,1,3,3,6,,1,1,9,9,9,0,0,9,5,51,511,0,13,1,181117,662948
2013000144,1,1,2,5000,1011,,9999,,,,,,20,2013,10,13,1,4,5,1,9,3,2,8,0,2,1,1,1,3,4,6,1,1,2,1,9,0,0,9,5,51,511,0,13,3,180525,668440
2013000145,1,1,1,6500,604,602,,60007,,,,,11,2013,10,6,1,4,5,1,1,3,2,8,0,3,1,1,4,3,3,2,1,1,9,9,9,0,0,9,3,32,324,0,15,1,192131,704919
2013000146,1,1,2,7300,513,,9999,,,,,,14,2013,10,4,1,4,5,6,9,3,2,8,0,3,1,1,2,4,6,,1,1,9,9,9,0,0,9,2,23,237,0,25,3,228040,733865
2013000147,1,1,1,5000,1040,934,,9110323,,,,,20,2013,9,19,1,1,5,5,1,2,2,9,0,3,1,1,3,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179552,665853
2013000148,1,1,1,2640,179,206,,8410003,,,,,51,2013,9,29,1,4,5,1,9,3,2,8,1,0,1,1,2,3,6,7,1,1,9,9,9,0,0,9,4,42,422,0,16,1,195225,667034
2013000150,1,1,2,70,331,,9999,,,,,,38,2013,9,7,1,4,5,7,9,3,2,8,3,0,1,1,4,3,6,6,1,1,9,9,9,0,0,9,6,61,613,0,13,3,165876,633384
2013000151,1,1,3,0,,,,,42,0,1028,837,52,2013,3,30,1,3,5,7,9,3,2,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,9,99,999,99,99,1,179851,651863
2013000152,1,1,1,70,229,183,,9140008,,,,,38,2013,9,8,1,4,5,1,9,3,2,9,2,0,1,1,3,3,4,7,1,1,9,9,9,0,0,9,6,61,613,0,13,1,167908,634394
2013000153,1,1,1,7800,125,139,,630005,,,,,11,2013,8,26,1,4,5,2,0,3,2,9,2,0,1,1,0,3,6,5,1,1,9,9,9,0,0,9,3,32,324,99,16,1,197518,708305
2013000154,1,1,3,0,,,,,77,0,655,3770,14,2013,8,23,1,4,5,6,1,3,2,8,0,3,5,1,4,3,3,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,236985,741865
2013000155,1,1,2,5000,711,,9999,,,,,,20,2013,8,8,1,4,5,5,9,3,2,8,1,0,1,1,1,3,3,5,1,1,9,9,9,0,0,9,5,51,511,0,13,3,178851,665459
2013000157,1,1,1,5000,225,267,,80150370,,,,,20,2013,7,27,1,4,5,7,1,3,2,9,0,3,1,0,0,3,4,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,183190,669771
2013000158,1,1,3,0,,,,,4,7021,1828,387,11,2013,7,30,1,4,5,3,0,2,2,8,2,0,4,1,3,3,6,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,196386,727280
2013000161,1,1,1,6000,0,,,,,,,,11,2013,7,23,1,4,5,3,0,3,2,9,0,3,1,1,3,3,6,1,1,1,9,9,9,0,0,9,3,32,324,0,26,2,204085,702922
2013000162,1,1,1,9000,244,274,,170012,,,,,34,2013,7,27,1,4,5,7,0,3,2,9,3,0,1,1,2,3,6,6,1,1,9,9,9,0,0,9,6,62,623,0,14,1,179953,575431
2013000163,1,1,1,7400,418,417,,150031,,,,,51,2013,7,27,1,4,5,7,1,3,2,8,0,3,1,1,3,3,3,2,1,1,9,9,9,0,0,9,4,41,411,0,14,1,186868,692764
2013000164,1,1,1,2610,205,258,,8310068,,,,,61,2013,7,28,1,4,5,1,0,3,2,9,2,0,1,1,3,4,6,1,1,1,9,9,9,0,0,9,1,11,112,0,15,1,198350,627734
2013000165,1,1,2,7300,0,,9999,,,,,,14,2013,7,11,1,4,5,5,9,3,2,9,0,3,1,1,2,3,6,6,1,1,9,9,9,0,0,9,2,23,237,0,25,2,227504,734384
2013000166,1,1,4,0,,,,,412,0,160,,52,2013,7,12,1,4,5,6,9,3,2,8,1,0,3,1,1,3,6,6,1,1,9,9,9,0,0,9,9,99,999,99,99,1,184570,657133
2013000167,1,1,2,654,0,,9999,,,,,,11,2013,7,12,1,4,5,6,9,3,2,9,1,0,1,1,2,3,3,,1,1,9,9,9,0,0,9,3,32,323,99,27,2,204746,712379
2013000169,1,1,2,9700,110,,61,,,,,,51,2013,7,4,1,4,5,5,9,3,2,8,9,0,1,1,2,3,6,,1,1,9,9,9,0,0,9,4,42,421,0,15,1,189553,673976
2013000170,1,1,2,9000,284,,9999,,,,,,34,2013,7,5,1,4,5,6,9,3,2,8,3,0,1,1,3,3,6,6,1,1,9,9,9,0,0,9,6,62,623,0,14,3,178452,574526
2013000171,1,1,1,9800,3103,3112,,230143,,,,,11,2013,7,7,1,4,5,1,0,3,2,9,3,0,1,1,3,3,6,1,1,1,3,2,9,0,0,9,3,32,324,99,17,1,200557,713993
2013000172,1,1,3,0,,,,,65,650,73,1083,11,2013,7,4,1,4,5,5,1,3,2,9,0,3,5,1,3,3,6,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,196639,706172
2013000174,1,2,4,0,,,,,557,0,40,,41,2013,6,28,1,4,5,6,9,3,2,9,3,0,4,1,3,3,6,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,204837,687282
2013000175,1,1,1,7900,1023,1030,,99970465,,,,,51,2013,7,1,1,4,5,2,9,3,2,8,0,3,1,1,5,4,6,,1,1,9,9,9,0,0,9,4,42,422,0,13,1,186482,667216
2013000176,1,1,1,5000,225,249,,17120213,,,,,20,2013,6,18,1,4,5,3,1,3,2,9,0,3,1,1,3,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,182873,668988
2013000177,1,1,2,654,0,,9999,,,,,,11,2013,6,15,1,4,5,7,9,3,2,8,3,0,1,1,2,3,10,,1,1,9,9,9,0,0,9,3,32,323,99,27,2,204746,712379
2013000178,1,1,4,0,,,,,70,0,705,,12,2013,6,14,1,4,5,6,9,3,2,9,2,0,4,1,3,3,6,5,1,1,9,9,9,0,0,9,9,99,999,99,99,1,215555,761984
2013000180,1,1,2,9700,311,,9999,,,,,,51,2013,6,20,1,4,5,5,9,3,2,9,0,1,1,1,3,1,6,,1,1,9,9,9,0,0,9,4,42,421,0,15,3,190886,674857
2013000181,1,1,3,0,,,,,70,652,146,1191,11,2013,6,25,1,4,5,3,1,3,2,9,0,2,5,1,3,3,6,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,197176,721002
2013000182,1,1,2,4000,1169,,9999,,,,,,11,2013,6,12,1,4,5,4,9,3,2,9,0,5,1,3,5,3,6,2,1,1,9,9,9,0,0,9,3,31,311,0,13,3,201297,745567
2013000183,1,1,4,0,,,,,98,0,850,,12,2013,6,10,1,4,5,2,9,3,2,8,3,0,4,1,3,3,6,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,271478,791288
2013000184,1,1,4,0,,,,,22,0,,,11,2013,5,31,1,4,5,6,9,3,2,9,0,2,6,1,5,3,6,,1,1,9,9,9,0,0,9,9,99,999,99,99,3,206401,745703
2013000186,1,1,2,5000,1571,,9999,,,,,,20,2013,6,4,1,4,5,3,9,3,2,8,1,0,1,1,4,3,6,6,1,1,9,9,9,0,0,9,5,51,511,0,13,3,180605,664483
2013000187,1,1,4,0,,,,,73,0,30,,14,2013,5,29,1,4,5,4,9,3,2,8,2,0,4,1,4,3,6,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,220184,731509
2013000188,1,1,1,7800,266,263,,8680003,,,,,11,2013,6,1,1,4,5,7,0,3,2,9,0,3,1,1,2,3,6,6,1,1,9,9,9,0,0,9,3,32,324,99,16,1,195912,708703
2013000191,1,1,2,5000,2309,,129,,,,,,20,2013,5,24,1,4,5,6,9,2,2,9,1,0,1,1,3,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179425,661649
2013000192,1,1,3,0,,,,,5,40,105,4021,51,2013,5,12,1,4,5,1,1,3,2,8,0,2,4,1,4,3,6,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,191061,669820
2013000194,1,1,1,5000,1235,2233,,20814,,,,,20,2013,5,8,1,4,5,4,0,3,2,9,1,0,1,1,2,3,6,5,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178597,662736
2013000197,1,1,1,6500,820,738,,8950002,,,,,11,2013,5,2,1,4,5,5,0,3,2,8,3,0,2,3,2,2,4,5,1,1,9,9,9,0,0,9,3,32,324,0,15,1,192297,704197
2013000198,1,1,3,0,,,,,4,653,1687,373,11,2013,5,5,1,4,5,1,1,3,2,8,0,3,5,1,3,3,6,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,193669,713733
2013000199,1,1,1,8700,103,522,,9550002,,,,,51,2013,5,5,1,4,5,1,1,3,2,8,0,3,1,1,3,3,6,2,1,1,9,9,9,0,0,9,4,42,421,0,15,1,187097,676713
2013000200,1,1,1,8600,1401,1316,,200215,,,,,20,2013,4,25,1,4,5,5,0,3,2,9,3,0,1,1,2,3,6,5,1,1,9,9,9,0,0,9,5,51,512,0,14,1,183421,664292
2013000202,1,1,1,5000,2601,2960,,60370922,,,,,20,2013,3,10,1,4,5,1,1,3,2,9,9,0,1,1,3,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,182245,662472
2013000203,1,1,1,681,127,,,,,,,,20,2013,4,14,1,4,5,1,1,3,2,9,1,0,1,1,2,3,6,2,1,1,9,9,9,0,0,9,4,42,422,0,16,3,186089,664401
2013000206,1,1,1,5000,711,702,,7860341,,,,,20,2013,3,10,1,4,5,1,0,3,2,9,1,0,1,1,1,3,6,5,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179031,665420
2013000207,1,1,1,6100,503,207,,8200013,,,,,20,2013,3,3,1,4,5,1,1,3,2,8,0,2,1,1,3,3,6,2,1,1,9,9,9,0,0,9,5,51,512,0,14,1,185134,666648
2013000208,1,1,2,5000,,,9999,,,,,,20,2013,3,5,1,4,5,3,9,3,2,9,3,0,1,1,0,3,6,,1,1,9,9,9,0,0,9,5,51,511,0,13,2,180528,665747
2013000211,1,1,3,0,,,,,412,0,189,1979,20,2013,2,25,1,4,5,2,1,3,2,8,1,0,3,1,4,3,3,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,186979,658587
2013000213,1,1,1,5000,2210,2378,,13620813,,,,,20,2013,2,17,1,4,5,1,0,2,2,9,3,0,1,1,2,3,3,5,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178445,662476
2013000214,1,1,2,4000,635,,10,,,,,,11,2013,2,14,1,4,5,5,9,2,2,5,0,3,1,1,0,4,6,,1,1,9,9,9,0,0,9,3,31,311,0,13,1,198321,746735
2013000215,1,1,2,2640,133,,5,,,,,,51,2013,2,11,1,4,5,2,9,3,2,8,3,0,1,1,2,3,6,,1,1,9,9,9,0,0,9,4,42,422,0,16,1,194788,667028
2013000218,1,1,1,5000,1620,2412,,14390711,,,,,20,2013,1,28,1,4,5,2,1,3,2,9,0,3,1,1,3,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177398,662045
