Elders,Adults,Teen,x,y
0.118145845,0.535958797,0.345895358,219146.3886,762117.0998
0.107113788,0.52685984,0.366026371,219710.219,753010.6368
0.125768443,0.523309426,0.350922131,223568.6982,748443.2816
0.174035662,0.533296943,0.292667394,215528.6721,762047.8286
0.214655172,0.520689655,0.264655172,241538.9848,736357.6193
0.110633633,0.511115983,0.378250384,232340.1829,739237.707
0.084211563,0.514527726,0.401260711,224991.2982,745985.5534
0.087717196,0.518154584,0.39412822,224843.8341,735939.3819
0.103299857,0.520086083,0.37661406,239914.5599,727922.5779
0.108300395,0.491699605,0.4,210821.0662,632991.6683
0.113112855,0.532299575,0.354587569,224263.7874,758418.507
0.172544081,0.544584383,0.282871537,209523.0328,765471.255
0.219483219,0.521235521,0.259281259,224385.6439,770221.0486
0.105479452,0.512328767,0.382191781,230687.0057,738411.0148
0.070704303,0.486708687,0.44258701,211609.9727,633525.8776
0.090198705,0.516856441,0.392944854,230244.8714,760042.0006
0.135454079,0.533606978,0.330938943,232999.3198,726290.2301
0.095198675,0.489238411,0.415562914,237033.3366,724390.9521
0.103344171,0.576869484,0.319786345,232572.9089,760710.501
0.124213316,0.521695926,0.354090759,231668.386,723560.2505
0.327635328,0.452991453,0.219373219,233296.0712,759730.4161
0.084511371,0.50829748,0.407191149,230736.2548,743963.6205
0.134149088,0.53149163,0.334359282,218209.5981,747702.9541
0.174024203,0.522243054,0.303732742,238039.1012,748962.1562
0.100773137,0.509664216,0.389562647,231930.187,750705.8176
0.112673982,0.527432064,0.359893954,233366.5572,736376.9584
0.176503121,0.534249822,0.289247057,207294.6558,735229.2257
0.200515612,0.538527643,0.260956746,229333.2795,772551.3639
0.172305141,0.541791045,0.285903814,231264.7075,764332.8119
0.115628971,0.5158831,0.368487929,195940.4572,722648.1341
0.101669403,0.544745484,0.353585112,222939.5286,754909.8695
0.066230581,0.515126738,0.418642682,229448.2128,743732.594
0.187993681,0.530015798,0.281990521,245924.12,772650.1638
0.074250862,0.499337046,0.426412092,191932.2477,715881.5537
0.131895479,0.530248267,0.337856254,229724.1431,736118.36
0.195340296,0.524962699,0.279697004,234657.9896,760394.3696
0.138412017,0.533261803,0.32832618,237669.9865,760599.5281
0.100985222,0.517241379,0.381773399,238165.9985,726681.6778
0.202955665,0.491625616,0.305418719,190890.5711,691941.4028
0.234848485,0.486111111,0.279040404,176837.4075,619992.2423
0.229166667,0.482954545,0.287878788,175642.1882,637954.973
0.18767507,0.467787115,0.344537815,208073.01,761817.1502
0.187112763,0.451672862,0.361214374,181484.2892,639151.5944
0.095287958,0.427225131,0.477486911,190753.8436,636651.9383
0.228373702,0.435986159,0.335640138,182624.9345,631141.5387
0.262808561,0.470355731,0.266835707,181867.5257,659050.8326
0.5,0.5,0,195496.2244,631415.6426
0.351170569,0.454849498,0.193979933,197174.421,629972.4813
0.193415638,0.477366255,0.329218107,224658.1736,769052.5739
0.210526316,0.452631579,0.336842105,177525.8435,640567.3108
0.322720695,0.432706223,0.244573082,213928.088,763952.2334
0.19348659,0.517241379,0.289272031,159765.7882,614546.4726
0.180507497,0.49538639,0.324106113,210732.2189,771685.137
0.181405896,0.437641723,0.380952381,215882.1368,756206.1842
0.261603376,0.464135021,0.274261603,214277.4459,769574.0474
0.047780797,0.419610507,0.532608696,183237.1955,633912.335
0.344506518,0.445065177,0.210428305,237329.8953,770194.6158
0.212431694,0.477459016,0.31010929,211087.7049,776761.9212
0.191146881,0.461770624,0.347082495,199397.4323,727963.9669
0.24783028,0.483124397,0.269045323,176372.5194,643880.5391
0.234555985,0.47972973,0.285714286,154668.7617,613157.9677
0.212376934,0.444444444,0.343178622,241789.1746,743825.2874
0.194897959,0.447959184,0.357142857,217318.4522,720597.6175
0.327553354,0.420731707,0.251714939,188644.5865,661603.454
0.139599171,0.464409122,0.395991707,180296.3723,630859.3463
0.251889169,0.483627204,0.264483627,212921.4627,775055.4933
0.284823285,0.453222453,0.261954262,252197.9295,721619.5312
0.292281006,0.471812663,0.235906331,176162.8362,636963.4388
0.126002291,0.397479954,0.476517755,170964.758,636501.1934
0.185617104,0.467444121,0.346938776,178472.1628,626635.6199
0.117525773,0.412371134,0.470103093,186523.363,656726.4735
0.240885417,0.462239583,0.296875,209529.0554,763032.8687
0.299270073,0.454379562,0.246350365,248089.8212,778155.6474
0.237139272,0.503136763,0.259723965,172781.3851,649177.771
0.122484689,0.470691164,0.406824147,177333.3769,595140.5866
0.258698941,0.423600605,0.317700454,240808.5468,759732.2406
0.314453125,0.447265625,0.23828125,142528.9399,582818.3956
0.279141104,0.512269939,0.208588957,230606.0459,770912.48
0.214147287,0.477713178,0.308139535,193945.5264,655882.8009
0.173469388,0.387755102,0.43877551,243168.254,762416.4819
0.195305951,0.460184409,0.34450964,193142.9338,662197.2718
0.205499276,0.434153401,0.360347323,241421.6673,765809.9773
0.184770437,0.446808511,0.368421053,241299.4847,768427.9414
0.222319093,0.484742807,0.292938099,185424.4569,644139.9239
0.182531894,0.49656526,0.320902846,195363.2376,728269.0421
0.186142709,0.491209928,0.322647363,226455.2162,739110.8961
0.243654822,0.512690355,0.243654822,226981.8744,776605.7111
0.198598131,0.46203271,0.339369159,180784.2486,635925.4156
0.198529412,0.443933824,0.357536765,193355.121,661269.3416
0.275035261,0.471086037,0.253878702,202995.9694,709033.3342
0.177350427,0.457264957,0.365384615,193637.2027,652899.6434
0.168161435,0.475336323,0.356502242,190168.6732,613367.1071
0.255617978,0.400280899,0.344101124,170838.1209,623467.5179
0.17752235,0.409961686,0.412515964,173400.9866,622648.4252
0.283057851,0.462809917,0.254132231,242773.5965,775774.8758
0.11,0.49952381,0.39047619,195924.5816,673075.2219
0.138696255,0.516113241,0.345190503,203561.591,700608.3153
0.082882883,0.510682111,0.406435006,197396.0549,670882.8685
0.096193543,0.514201965,0.389604492,197056.5835,669377.863
0.09003291,0.505171603,0.404795487,228183.9995,713287.4739
0.145945946,0.505945946,0.348108108,230643.32,714245.3683
0.127101048,0.514138817,0.358760134,209237.5569,711628.0992
0.101288106,0.502876771,0.395835122,198261.0333,688411.176
0.346153846,0.45970696,0.194139194,204745.5279,705170.0129
0.112621359,0.512135922,0.375242718,204163.0351,705693.7627
0.120944993,0.503173484,0.375881523,210851.5602,740834.6445
0.127574578,0.526848249,0.345577173,204928.3823,712312.9808
0.116488075,0.551330798,0.332181127,214180.2153,766540.5373
