lon,lat,s
34.82522312,31.79159898,68.00
34.81816067,31.88001077,79.00
35.21945787,31.79059382,90.00
35.22004929,31.79134227,99.00
35.00649209,31.89755121,5.00
34.82807701,32.16665045,69.00
34.82867301,32.16867221,37.00
34.77912997,32.07955445,56.00
34.85328678,32.27459299,81.00
34.85608487,32.27288738,41.00
34.7886859,32.10479115,68.00
34.78920107,32.11034784,11.00
34.79116762,32.12067971,98.00
34.87769818,32.16236061,21.00
34.87834482,32.1623713,2.00
34.90243969,32.08254167,49.00
34.8977884,32.10197314,45.00
34.90144974,32.09685978,37.00
34.85272266,32.28049797,34.00
34.84990965,32.2777758,68.00
34.84254366,32.30166964,62.00
34.87349179,32.25542188,84.00
34.8532202,32.29737134,13.00
34.97400138,31.74705258,12.00
34.85251866,32.32504439,18.00
34.95563079,31.89536957,59.00
34.76168111,32.06287469,4.00
34.77269425,32.06066723,91.00
34.76640345,32.07412741,15.00
35.13005885,32.71157399,85.00
34.76869188,32.06503624,55.00
34.75564492,32.05420528,74.00
34.76081275,32.0606803,57.00
35.01345496,31.90941182,98.00
34.82890564,31.88088166,54.00
34.85145527,32.10028335,67.00
34.87633378,32.0963463,5.00
34.87127825,32.09115682,98.00
34.87655968,32.10428265,47.00
34.7452736,32.01701424,77.00
34.7648559,32.01458565,11.00
34.76990909,32.01362912,42.00
34.77504566,32.01292517,12.00
34.78502659,32.01055979,79.00
34.78580939,32.02228575,23.00
34.78407222,32.02486817,96.00
34.77925215,32.02796329,54.00
34.7769957,32.02832544,100.00
34.77365624,32.00449766,17.00
34.77778236,32.00477313,50.00
34.78984683,32.00483117,14.00
34.76803583,32.00466783,63.00
34.77109578,32.00436269,10.00
34.78449066,32.00507507,72.00
34.78412543,32.01553473,20.00
34.79636902,32.02325804,33.00
34.79188423,32.02015037,2.00
34.78768021,32.01821579,53.00
34.7974588,32.02815831,50.00
34.80882288,32.01455908,74.00
34.84233233,31.26947519,76.00
34.85565187,32.04973142,61.00
34.82956701,32.17560052,42.00
34.85911341,32.32794824,3.00
34.82064075,32.06136259,16.00
34.82125112,32.05974121,76.00
34.75619337,32.0546491,12.00
34.76400265,32.057959,80.00
34.75523906,32.04625004,94.00
34.91065086,32.44741651,5.00
34.7926215,32.07297989,11.00
34.74903508,32.01620716,22.00
34.90787056,32.34481793,92.00
34.82602998,32.11040915,96.00
34.81865676,31.87763148,37.00
34.84542453,32.17670161,32.00
34.89454465,32.15581097,14.00
34.89425758,32.15919195,75.00
34.94615575,32.1456465,80.00
34.93754848,32.12400376,73.00
34.89143561,32.17530886,54.00
34.89054724,32.17464835,4.00
34.89214923,32.17436375,86.00
34.88718219,32.1910794,55.00
34.91596897,32.19934552,5.00
35.01791376,32.78529766,55.00
35.01387461,32.78223482,40.00
35.00860558,32.77063987,100.00
35.00936415,32.77516758,97.00
35.00203285,32.80755387,34.00
35.03568588,32.7915536,39.00
35.09181117,32.84697162,67.00
35.09695665,32.92044536,52.00
35.56932004,33.19562138,72.00
35.02073545,32.78355254,45.00
34.98671208,32.78957543,75.00
34.96258939,32.8160229,92.00
34.95649019,32.81286407,39.00
35.01953677,32.41180607,19.00
34.8342589,32.07979066,96.00
34.83560155,32.08305005,93.00
34.83614349,32.10901415,22.00
34.83448295,32.11880271,21.00
34.84504641,32.06495116,32.00
34.84983287,32.0677602,63.00
34.83368355,32.08587607,17.00
34.8376747,32.07847497,3.00
34.81945191,32.09487857,68.00
34.78808709,32.07330775,34.00
34.78610345,32.06934235,34.00
34.77066327,32.0691732,25.00
34.77560004,32.06429328,92.00
34.77385573,32.0636471,88.00
34.77348107,32.06450252,19.00
34.77306299,32.06558325,26.00
34.77310858,32.07166147,45.00
34.77023054,32.06661965,89.00
34.76809688,32.06544901,21.00
34.769657,32.06473294,31.00
34.76565017,32.07218596,97.00
34.76736813,32.07171394,12.00
34.7699568,32.07075793,33.00
34.76929481,32.07189192,97.00
34.76536724,32.07155372,86.00
34.82323565,32.16322723,29.00
34.75785667,31.73261705,87.00
34.79637456,32.07687875,13.00
34.93746341,32.09498393,1.00
34.93796212,32.09470542,61.00
34.95205916,32.08421937,50.00
34.894044,32.16278052,76.00
34.93898809,32.11356406,30.00
34.82691727,32.1187894,55.00
34.80185106,32.141888,78.00
34.92849201,32.17899325,99.00
34.93604123,32.17548353,51.00
34.9111905,32.17474299,84.00
34.91399167,32.17410017,40.00
34.93606404,32.10619927,24.00
34.74830939,32.02595297,31.00
34.74686139,32.02337764,60.00
34.74287355,32.0186017,2.00
34.86602253,32.0455752,9.00
34.75451095,32.01544215,88.00
34.74366309,32.01946128,37.00
34.76331153,32.02322852,4.00
34.76117314,32.02326615,15.00
34.7604209,32.0234078,56.00
34.94804721,32.47937477,82.00
34.75676525,32.04158415,51.00
34.96146859,32.44926519,30.00
34.98643712,32.45893251,13.00
35.0632007,32.49735707,33.00
34.66734477,31.76681681,59.00
34.64199194,31.79434826,93.00
35.02509702,32.48131166,72.00
35.12004767,32.51432469,100.00
34.75455596,32.02355847,26.00
34.75453205,32.02195319,65.00
34.91660323,32.20000526,65.00
34.57742053,31.67583541,27.00
34.56243369,31.66382962,15.00
34.60950883,31.67607927,22.00
34.58922944,31.67454015,98.00
34.58484962,31.67348185,45.00
34.92000643,32.1833571,6.00
34.90186309,32.17382826,60.00
34.8988695,32.32381253,79.00
35.0132605,32.77989849,24.00
35.01147024,32.77852516,83.00
35.01086124,32.77387146,90.00
35.14762112,32.53325861,34.00
34.91008773,32.4472619,2.00
34.91114767,32.13516358,77.00
34.80982018,31.94726951,38.00
34.8332093,32.07480068,23.00
34.82532917,32.08256883,58.00
34.98813681,32.82719653,76.00
34.92819446,32.50078508,31.00
34.90855364,32.45134319,24.00
34.93463853,32.17654464,57.00
34.90132933,32.1845221,39.00
34.89322195,32.17693647,43.00
34.75045456,31.87833507,48.00
34.74648801,31.87900622,79.00
34.8975767,32.17785791,23.00
34.74105722,31.88292748,63.00
34.77083602,32.05725212,37.00
34.81728149,31.89563661,43.00
34.81161017,31.89443782,7.00
34.86439228,32.10271751,41.00
34.77343234,31.81892189,71.00
34.80851774,31.88592409,66.00
34.806934,31.88799333,17.00
34.81079427,31.89738424,6.00
34.79780833,31.89611688,59.00
34.80891401,31.90201374,11.00
34.74968233,31.87633028,96.00
34.74365976,31.86968024,92.00
34.73645594,31.79577669,37.00
34.83378868,31.88610851,91.00
34.77628829,31.88887676,54.00
35.22216492,31.75609795,80.00
34.78992223,32.11488618,22.00
34.75817583,32.04543978,70.00
34.76784311,32.04530211,10.00
34.80156049,32.07534427,63.00
34.80094247,32.0737822,37.00
34.81968355,32.06235166,62.00
34.8361006,32.0536891,47.00
34.84072106,32.03667652,51.00
34.8468647,32.03582827,22.00
34.82839313,32.1283978,24.00
34.97450586,31.74790122,86.00
34.75448696,31.59776112,7.00
35.00915796,32.78160538,2.00
34.66015822,31.81152576,92.00
34.66790038,31.7930803,31.00
34.66328651,31.77852337,30.00
34.98970553,32.8188135,91.00
34.99857497,32.81150667,47.00
34.99966158,32.81260851,37.00
35.00979152,32.80436517,87.00
35.01404878,32.80068379,26.00
35.05005327,32.76781239,27.00
34.88594964,31.93819463,56.00
34.73402345,31.88813216,73.00
34.80977059,32.1192421,74.00
34.81118108,32.11896694,23.00
34.67336833,31.78411204,58.00
34.63583184,31.72426707,39.00
34.60672703,31.66585749,11.00
34.5634463,31.58845901,11.00
34.82914632,32.09713509,54.00
34.83003034,32.0959744,21.00
34.7692605,32.07913317,91.00
34.7700449,32.07676415,95.00
34.77130371,32.07035674,68.00
34.78882448,32.06482431,99.00
34.78717094,32.06515254,1.00
34.80650448,32.10271116,59.00
34.81675598,32.11365458,99.00
34.81544172,32.11874564,73.00
35.29155375,32.64875252,56.00
35.03221349,32.76536355,87.00
35.04864594,32.76698108,82.00
34.67086625,31.82818262,59.00
35.34408567,32.63976908,87.00
35.2782446,32.91148917,22.00
34.81953707,32.12002967,83.00
34.81377794,32.11878561,100.00
35.00887929,31.89841164,40.00
35.14291405,33.01656767,53.00
34.82528479,32.11382469,77.00
34.82651141,32.10928336,12.00
34.82375004,32.11598438,36.00
34.82532504,32.11433883,13.00
34.82926939,32.1188505,8.00
34.82019125,32.12069898,50.00
34.82523841,32.11222839,19.00
34.98398035,32.80210421,97.00
35.00164651,32.79901421,78.00
34.99837713,32.80469856,90.00
34.92861338,32.17039051,7.00
34.91939231,32.17285898,30.00
34.91713011,32.18421631,94.00
34.90274431,32.17667999,86.00
34.90585332,32.17596594,96.00
35.35133878,32.64352097,53.00
34.96253117,32.44960089,21.00
35.02191719,32.44385768,15.00
35.01950969,32.4511042,48.00
34.64990837,31.80718885,43.00
34.65799165,31.80820679,44.00
34.57080974,31.66789367,29.00
35.21859183,31.78907882,35.00
35.23235633,31.81136102,5.00
34.91683525,32.17344837,75.00
34.81935044,32.17955568,58.00
34.57401006,31.66866706,24.00
34.58878434,31.66048741,80.00
34.83685457,31.97892298,80.00
34.91544531,32.17376083,80.00
35.52993253,32.79679907,98.00
35.5249757,32.79591016,20.00
35.53609558,32.79185967,11.00
35.13370221,31.67637386,81.00
35.08693031,31.52645802,51.00
35.08892054,31.52624338,79.00
35.10068429,31.56159797,40.00
35.25679701,32.22549994,94.00
35.26356296,32.22177261,58.00
35.09746642,31.54783272,53.00
35.25782418,32.22228016,82.00
35.25881135,32.22328973,66.00
35.09834558,31.5526675,77.00
35.2724274,32.21627632,95.00
35.26871603,32.21812691,36.00
35.25523795,32.22625807,61.00
35.25963936,32.22420017,85.00
35.0891459,31.53134821,44.00
35.08946971,31.53346791,5.00
35.20747753,31.91070074,72.00
35.13247751,32.11257746,1.00
34.96277974,32.78514929,65.00
34.96358967,32.82918049,21.00
34.98764695,32.8266186,88.00
34.99066137,32.81654288,46.00
34.98546975,32.78685916,20.00
34.98550058,32.78734613,75.00
34.98429964,32.82416016,85.00
35.01015801,32.77822557,23.00
35.09307323,32.94813245,35.00
34.79447817,32.10308762,93.00
34.76000457,32.05918952,32.00
34.83026078,32.13037825,35.00
34.83722578,32.14300558,75.00
34.84107525,32.1371551,54.00
34.91161094,32.39385501,49.00
34.90867892,32.35755262,76.00
34.83224384,32.093501,75.00
34.83330776,32.09236786,18.00
34.84083823,32.09269632,7.00
34.84097603,32.09534797,35.00
34.79876919,32.06706593,74.00
34.77987896,32.09853058,91.00
34.77900027,32.09840138,84.00
34.85381558,32.09253451,5.00
34.86166386,32.09004902,46.00
34.85954455,32.09024166,6.00
34.79185808,32.05666399,44.00
34.80845601,31.90281493,41.00
34.79867839,31.92908998,32.00
34.81032209,31.89904212,94.00
34.81589858,31.90023165,42.00
34.8112029,31.89575322,42.00
34.79891718,31.89877176,80.00
34.83358267,32.10035852,41.00
34.64280568,31.80470475,20.00
34.65062996,31.80129408,87.00
34.77073511,31.96631442,70.00
34.78485759,31.96865248,59.00
34.77974019,31.97033987,79.00
34.77837286,31.97777517,84.00
34.77511877,31.97225418,88.00
34.82810643,32.0587788,30.00
34.77939149,31.95417834,10.00
34.81201842,31.89288796,13.00
35.00122495,31.89402579,64.00
34.77799512,31.88777327,73.00
35.01443123,32.76643791,89.00
34.98417462,32.79692882,8.00
35.00704848,32.77012346,57.00
34.8236063,32.12253091,93.00
34.99956146,32.77712665,46.00
35.03765811,32.48298814,22.00
35.03185086,32.48218677,58.00
34.98472333,32.7995447,88.00
35.00706071,32.76942016,17.00
35.04162124,32.76234642,31.00
35.41882394,32.68382069,60.00
35.15596359,32.9127999,18.00
34.99340979,32.78771137,19.00
34.99621928,32.78685946,48.00
35.01186555,32.78825508,64.00
35.00159609,32.788311,33.00
35.2628804,33.02078902,3.00
35.1248747,32.91568737,72.00
34.76421657,32.06856481,65.00
34.77527915,32.06497756,66.00
34.77100089,32.06495398,38.00
34.82007747,32.11750632,12.00
35.06251975,32.82767269,55.00
34.96133088,32.76053917,47.00
34.82821782,32.0600236,9.00
35.27552375,32.72988066,44.00
34.96322995,32.77258953,59.00
34.99803971,32.8121009,37.00
34.99760311,32.81158622,77.00
34.98450697,32.79636134,20.00
34.98792439,32.79589842,99.00
35.00890022,32.78231732,51.00
34.98647597,32.79008899,60.00
34.79419172,32.11265464,93.00
35.30361801,32.70574993,83.00
35.18931191,31.73057597,98.00
34.8077626,32.08861114,8.00
34.95799467,32.81326378,82.00
34.77154091,32.04248316,95.00
34.77094539,32.04304023,80.00
35.22672097,31.82922752,51.00
34.89571387,32.37739619,12.00
35.21361447,31.74545705,65.00
35.20886003,31.85758303,34.00
35.26473126,33.01968811,76.00
35.17105103,33.01582098,48.00
34.65345555,31.81271437,7.00
34.65893386,31.80960865,44.00
34.6601558,31.80473504,98.00
34.6406399,31.8013855,22.00
34.64308628,31.80021493,4.00
34.65094018,31.79353977,60.00
34.64516839,31.79289229,90.00
34.65794223,31.79687069,57.00
34.81676758,31.96773491,28.00
34.81022286,31.96689411,15.00
35.40579887,32.92745283,88.00
34.87058667,32.03369257,70.00
35.09348443,32.85003886,33.00
34.88566235,32.09458458,84.00
34.885826,32.09016621,64.00
34.88878347,32.0864943,87.00
34.89148262,32.09328248,100.00
35.09374556,32.84621593,74.00
35.09048862,32.84539247,56.00
34.88493758,32.08976718,73.00
34.89423151,32.09173816,92.00
34.90135198,32.08796787,65.00
34.88286832,32.09382903,21.00
34.88914117,32.0779552,12.00
34.90851613,32.08031956,50.00
34.88044478,32.09316454,47.00
34.79750828,32.12217015,60.00
34.90295534,32.11581,39.00
34.79396343,32.04759878,91.00
34.79085364,32.05397337,39.00
34.89000751,32.07858861,69.00
34.89595812,32.08545688,9.00
34.89318789,32.08085997,74.00
34.8947501,32.09816019,98.00
35.20448557,31.78778095,22.00
34.79197231,32.06188574,5.00
35.51277176,32.78930434,21.00
34.96068328,32.81408057,35.00
35.53682046,32.79157823,74.00
35.53158757,32.79395443,6.00
35.54046972,32.785446,39.00
35.52051273,32.7987979,34.00
35.10431208,32.80630692,94.00
34.98968487,32.79633426,72.00
34.98578281,32.80287381,21.00
35.02138477,32.79486076,90.00
34.84595806,31.22140454,53.00
34.83248366,31.26132088,70.00
34.77290264,32.05688042,54.00
34.77771131,32.05433561,73.00
34.76922099,32.05170056,75.00
34.76423268,32.04972644,1.00
34.75590858,32.03922744,27.00
34.76934614,32.03867909,22.00
34.77648613,32.06276323,6.00
34.87776398,32.09038014,82.00
35.20045235,31.78564352,92.00
34.95340679,32.01353891,27.00
34.86020488,32.06951123,90.00
34.84494811,32.0657174,90.00
34.78446916,31.95637761,36.00
34.8064365,31.96670193,21.00
34.78634304,32.04694262,100.00
34.78089888,31.95530162,89.00
34.89588349,31.96879961,7.00
34.74936678,31.72738342,21.00
34.76452028,32.06927827,48.00
34.76401531,32.07078251,38.00
34.77483151,32.04066371,88.00
34.78182265,32.05370911,61.00
34.77615735,32.05605279,37.00
34.75834244,31.98703999,14.00
34.76078159,32.00127895,77.00
34.77777488,32.03835604,44.00
34.8155841,31.88451201,46.00
34.89371941,32.1678297,13.00
34.83280986,32.0635812,6.00
34.94012661,31.95346945,4.00
35.01652252,32.7819052,44.00
34.76536412,32.02342502,4.00
34.77632302,32.02274105,3.00
34.77431145,32.02282442,33.00
34.81927758,31.87320542,95.00
34.88020222,32.0778605,20.00
35.19446898,31.75676614,93.00
35.20924738,31.78695117,54.00
34.83837104,32.13756213,40.00
34.65933283,31.8261858,99.00
34.80634996,32.04549201,63.00
34.80749451,32.0452431,23.00
34.80951756,32.04506004,21.00
34.79968139,32.04990772,97.00
34.80105099,32.04664759,88.00
34.8060205,31.90621617,65.00
34.75015709,32.01619315,81.00
34.7527003,32.01343372,40.00
34.74858093,32.00532084,82.00
34.7531344,32.00260467,42.00
34.75444481,32.00731672,36.00
34.75003763,32.00822986,60.00
34.9648783,32.31392754,57.00
34.94071399,32.31971375,58.00
34.96029093,32.80136594,17.00
34.78618371,31.95615782,34.00
35.00096208,31.89339409,81.00
34.8103651,32.0548201,19.00
34.79631912,32.0535943,56.00
34.81320561,32.01186727,83.00
34.59879138,31.65382563,5.00
34.64569888,31.74153566,81.00
34.79895803,32.07946616,58.00
34.8925149,32.09500745,98.00
34.89138732,32.09637539,6.00
34.87655038,32.10095502,88.00
34.85741622,32.10121965,44.00
34.80158533,32.11071249,66.00
34.81171034,32.11909483,24.00
35.1205931,31.79419244,58.00
34.77555347,32.01751704,6.00
34.78584417,32.01463862,53.00
34.76750306,32.00096861,1.00
34.77120097,32.02024371,77.00
34.76457939,32.00599957,61.00
34.7703963,32.03151342,72.00
34.89980409,32.13303562,46.00
34.9036243,32.07336421,74.00
34.91316136,32.18512704,74.00
34.84230957,32.01234149,55.00
34.89871111,32.02528658,38.00
34.89134988,32.02654917,39.00
35.10346382,32.80108542,39.00
35.10490319,32.81242088,51.00
35.1135711,32.81490713,5.00
35.11417069,32.81331157,39.00
34.62505409,31.66400307,35.00
34.86490391,32.0818334,13.00
34.85710539,32.09097446,71.00
34.74684732,31.9921303,60.00
34.85544694,32.05350939,36.00
34.91251483,32.07857034,86.00
35.06162219,32.81462418,92.00
34.99198821,32.81539999,89.00
35.10282528,32.79928151,30.00
35.01039528,32.80167004,100.00
34.80225943,32.00272485,25.00
34.79933557,32.00580872,17.00
34.79733782,32.01243055,16.00
34.80143458,32.00742061,21.00
34.80379223,32.00555233,42.00
34.7996681,32.08417578,12.00
34.82573831,32.00382517,62.00
34.82753179,32.00520125,60.00
34.87602646,32.09045681,14.00
34.76747923,31.9993002,76.00
35.10454391,32.80904825,18.00
35.115135,32.81003009,34.00
35.11450614,32.81950645,46.00
34.89443691,32.14379893,51.00
35.09954145,32.80456274,45.00
34.95411407,31.95189257,1.00
34.57155909,31.60242392,73.00
34.57034301,31.66209255,92.00
34.56712916,31.66333911,9.00
34.58561812,31.62753697,100.00
34.8598029,32.09196478,99.00
35.10207049,32.7964676,93.00
34.78154279,32.02246097,93.00
34.77893834,32.0225695,79.00
34.78173113,32.02754774,10.00
34.77866624,32.01732012,37.00
34.77586979,32.02005217,2.00
35.0904567,32.80351784,85.00
34.76731437,32.01842678,36.00
34.77829791,32.01228685,12.00
34.90484989,32.18774082,36.00
34.76485549,32.01023898,82.00
34.80635501,32.01741006,69.00
34.80818894,32.01184268,14.00
35.10377858,32.80599089,40.00
34.78183708,32.01138787,99.00
34.79138764,32.01995035,6.00
34.79157144,32.01436882,4.00
34.77470414,32.01126471,61.00
34.77617865,32.02191993,6.00
34.91482299,31.984671,34.00
35.08584705,32.50289009,43.00
34.81385655,31.95317983,91.00
34.94737748,32.14842649,60.00
34.77358406,32.0267087,80.00
34.90583083,32.04292474,8.00
35.09377239,32.9620459,77.00
34.76617344,32.02685464,78.00
34.98797079,32.78556507,95.00
34.98621069,32.78506608,44.00
34.92113352,32.15153572,40.00
34.89462677,32.15033734,38.00
34.80031003,32.0610559,1.00
35.0058136,31.90829988,53.00
34.84934896,32.06692018,89.00
34.99018937,32.8218891,36.00
35.00574448,32.80458423,32.00
34.93893511,31.98891716,76.00
35.43424573,32.78095195,9.00
34.80030773,32.05917115,28.00
34.7756339,32.05930649,62.00
34.82691337,32.10171855,11.00
34.68449652,31.82931221,100.00
34.5770015,31.6613048,54.00
34.58369481,31.66160809,37.00
34.5941047,31.65952095,69.00
34.98929264,32.78187941,69.00
34.98400444,32.80099516,94.00
34.78198881,32.0866611,78.00
34.74967923,31.99078778,48.00
34.77264229,31.98374377,85.00
34.93779579,32.57170887,26.00
34.58025619,31.61920491,63.00
34.90967819,32.13402392,21.00
35.08250787,32.83862227,54.00
35.00794794,31.89893326,27.00
34.77852231,31.93623846,66.00
34.91547975,32.09899374,11.00
34.83332186,32.07577495,74.00
34.76591115,31.99079983,73.00
34.76946651,31.9728662,36.00
34.77631404,31.97457586,94.00
34.82841418,32.06638183,4.00
34.83295817,32.06618782,86.00
34.60489527,31.52394334,36.00
34.79804109,31.92252275,85.00
34.83405828,32.05599175,25.00
34.98367159,32.83196768,98.00
34.85044379,32.09609622,46.00
34.81206089,32.08668568,32.00
34.81468073,32.08836208,18.00
34.81080477,32.08566276,22.00
34.93661386,32.32003876,17.00
34.95529146,31.89184278,18.00
34.76355269,32.0148697,17.00
34.76485189,32.01764272,80.00
34.76658887,32.02853342,92.00
35.22819139,31.75477126,59.00
34.92748948,32.16690717,90.00
34.75910845,32.02338517,100.00
34.75811389,32.02329149,5.00
35.008526,31.90051235,75.00
34.74871489,32.02743337,100.00
34.77873927,31.92128717,48.00
34.83862605,31.89233606,30.00
34.82229002,32.06201687,84.00
34.83255057,32.07008237,72.00
35.00480606,31.8999835,5.00
34.79504179,31.92409129,90.00
34.76378849,32.00098282,6.00
35.03722163,32.79235817,49.00
34.92604603,32.16394615,75.00
34.92638278,32.16476752,72.00
34.81100045,32.04492037,89.00
34.90106021,32.16975028,28.00
34.94631299,32.14626905,29.00
34.84984923,32.0936958,80.00
34.90114171,32.17075146,76.00
34.82273195,32.09073125,90.00
34.80503496,32.08495934,40.00
35.14022499,32.10962375,37.00
35.00048406,32.80781285,63.00
34.99976678,32.80864124,26.00
35.00090905,32.80873327,13.00
34.8337166,32.05669415,4.00
35.15094716,31.76362734,67.00
34.94784107,32.1532069,72.00
35.02985039,32.78953481,81.00
34.90138048,32.17228506,62.00
35.02231295,32.79515967,44.00
35.02198212,32.8003259,44.00
35.08317162,32.86104791,100.00
35.07940438,32.85812273,81.00
35.07910847,32.85583215,55.00
35.07371608,32.84680073,10.00
35.06904462,32.84202582,78.00
35.06479493,32.83423957,94.00
34.99595666,32.82161932,7.00
34.93244968,31.956321,31.00
35.06267886,32.82835816,24.00
35.06332706,32.83042377,6.00
35.06707399,32.83849807,4.00
35.07929359,32.85333466,49.00
35.08864453,32.8424152,95.00
34.89058552,32.19130432,32.00
35.01046559,32.80370798,81.00
35.00139312,32.80715609,85.00
34.73565765,31.71327409,80.00
35.06437122,32.8320029,88.00
35.09490251,32.86090545,17.00
35.09419372,32.85523321,12.00
34.76683943,31.98472489,34.00
34.76250666,31.9902289,22.00
34.76196081,31.98931618,22.00
35.2922001,32.65577645,83.00
34.947636,32.15451407,49.00
35.23511064,31.80486715,51.00
35.03756697,32.77893236,92.00
35.03427462,32.78145268,58.00
35.04013236,32.77694299,34.00
35.08208005,32.83904564,33.00
34.6475159,31.81167848,46.00
34.64664074,31.8079321,70.00
34.65914115,31.79049994,64.00
34.66069274,31.77976586,95.00
34.81999651,32.00268064,82.00
34.77106894,31.91548964,54.00
34.77423442,31.97813095,81.00
34.78156501,31.97381791,48.00
35.22054763,31.74218266,90.00
35.00135312,32.79188132,50.00
35.05089561,32.76827329,76.00
35.0456048,32.77270305,58.00
34.80018086,31.89745914,52.00
34.90561684,32.18668755,66.00
35.05235047,32.76628231,4.00
34.9835141,31.1493892,46.00
34.66756255,31.78576509,71.00
34.88819529,31.94948193,95.00
34.91499706,32.13780566,92.00
35.26864703,33.01767544,22.00
35.21427906,31.74271539,36.00
34.85791359,31.91292451,70.00
34.97337288,32.20947322,87.00
35.09165075,33.00711845,73.00
35.06795341,32.4997339,13.00
35.32697766,32.62974177,82.00
35.10528483,32.66086255,29.00
35.00274852,32.81687853,60.00
35.09726165,32.99544681,45.00
35.09704941,32.99399494,82.00
34.90378231,32.12212449,55.00
34.90248725,32.12924553,44.00
34.90337361,32.12073476,64.00
34.88913448,32.09532372,75.00
34.95161312,31.98449714,70.00
35.07852938,32.92535131,96.00
34.83865438,32.09576513,88.00
35.09374147,32.97824891,29.00
35.21423246,32.69870126,96.00
35.09179138,32.92170316,64.00
34.80730375,31.96674974,87.00
34.81167056,31.96229938,55.00
34.98645507,32.80302827,84.00
34.96439875,32.79043634,91.00
34.99803349,32.78707887,27.00
34.99910018,32.78742327,91.00
34.76395562,32.06777032,7.00
34.90911834,32.19259342,14.00
35.24005091,32.59113955,15.00
35.27632888,32.92194075,98.00
35.10208188,32.76790179,47.00
35.07798727,32.75749218,46.00
35.08851374,32.76221827,99.00
34.78093534,31.25829328,2.00
34.77015009,31.25204316,89.00
35.08055535,32.8294231,1.00
34.90031077,31.30658564,19.00
34.88732556,31.91631101,61.00
34.79506071,31.24269097,51.00
34.80108414,31.24068072,23.00
34.82199561,31.89317088,89.00
34.80184684,32.0776718,40.00
35.22625039,32.91487229,23.00
35.18195094,32.91229333,37.00
34.91322949,32.19703068,92.00
34.77584111,31.95112731,47.00
34.77005532,31.94892528,53.00
34.92886961,32.53408756,95.00
34.77899027,32.05711743,43.00
34.81489656,32.10739047,38.00
34.83782524,32.1176852,66.00
35.02505633,32.78999692,40.00
35.1971703,31.76610944,98.00
35.19569241,31.76661438,1.00
35.28985097,32.62900603,59.00
34.89654657,32.09949922,69.00
34.76372258,31.90181092,45.00
34.99365496,32.77881204,14.00
34.78833658,31.31100655,32.00
34.82764919,31.22551903,64.00
34.82922543,31.22502759,55.00
35.37265521,32.64969805,43.00
34.96713692,32.79245234,14.00
35.03190958,32.79011475,8.00
34.8119467,31.59966413,88.00
34.84004268,31.80361859,33.00
34.98785469,31.83920866,93.00
34.90677942,32.00497911,15.00
35.05284466,32.80210736,1.00
35.05077653,32.80028341,95.00
35.05846826,32.82352025,8.00
35.05699796,32.82144463,96.00
34.76727494,31.9977484,28.00
35.16906966,32.85858603,1.00
34.81378614,31.96731094,78.00
35.35584155,32.93658514,77.00
34.74292542,31.86223758,16.00
34.77078386,31.66666487,48.00
34.81336252,31.96991586,7.00
34.81741896,31.97385115,54.00
34.8115923,31.97074005,74.00
34.60742588,31.4155962,100.00
34.59376678,31.64670422,58.00
34.80346791,32.10421658,81.00
34.79281008,32.0781658,21.00
34.78888631,32.07690852,19.00
34.77985556,32.01189528,15.00
34.77834682,32.01315274,12.00
35.21994442,31.7956621,92.00
34.78391936,32.05830621,68.00
34.78856622,32.07976614,81.00
34.65501902,31.78230268,56.00
34.82866521,32.09820679,100.00
35.52229186,32.7977294,48.00
35.53985831,32.79319317,64.00
34.83798875,32.10858664,19.00
35.1062023,32.66020502,7.00
35.10517744,32.66158384,1.00
34.81374874,32.16042983,60.00
34.82790881,32.10182072,74.00
34.78678216,32.02018777,91.00
34.76553161,32.05266177,24.00
34.83101997,32.13131834,43.00
34.77161642,31.92049656,41.00
34.7899052,32.07174459,80.00
34.75184333,32.01121224,96.00
34.83372845,32.13505969,21.00
34.66366892,31.77811917,61.00
34.65452105,31.79865058,88.00
34.65038137,31.78455518,60.00
34.67139484,31.82810367,31.00
34.64523677,31.79907006,43.00
34.64767598,31.80259785,16.00
34.6407452,31.7927375,42.00
34.65188389,31.81061533,94.00
34.64442064,31.80832817,96.00
34.65843406,31.78864818,20.00
35.02348233,32.78179823,83.00
34.88341576,31.92480532,12.00
34.76066416,32.03661996,84.00
34.76043413,32.03602397,89.00
34.76846343,32.07300728,66.00
34.89055311,32.17602809,66.00
34.77597396,32.06359115,10.00
35.04540482,32.80110626,97.00
35.04495594,32.80136718,6.00
35.07275854,32.808036,83.00
35.09020713,32.81498717,80.00
35.07202072,32.80876559,90.00
34.75970705,32.0550222,18.00
34.75987782,32.05693459,15.00
34.75444209,32.03602088,47.00
35.23632213,31.82707911,69.00
35.22753387,31.78476672,98.00
35.10777575,32.67399347,66.00
35.1088218,32.67283106,67.00
35.10930197,32.67244369,31.00
35.10799063,32.6724517,3.00
35.19739263,31.75753291,64.00
35.19821643,31.75000253,91.00
35.19790028,31.74332885,37.00
34.81686188,31.94024807,47.00
34.82114119,31.94372401,68.00
34.85671126,31.95146475,64.00
34.80535243,31.89199244,50.00
34.80517988,31.8927855,43.00
34.98940558,31.89469172,13.00
34.80649147,31.89258219,29.00
34.77438248,31.98948514,47.00
34.77929937,32.03836116,69.00
34.78375673,32.05913532,84.00
34.78726126,32.05925512,8.00
34.78564131,32.05920469,54.00
34.77918514,32.06306089,62.00
