lon,lat,s
34.80867376,32.06644796,52.00
34.81439994,32.07716097,59.00
35.16366846,32.94167439,34.00
34.69964625,31.64597647,52.00
34.65337988,31.68294091,3.00
34.80768714,32.08401177,71.00
34.80401375,32.08838291,75.00
34.80353256,32.08456682,82.00
34.77802468,32.08264387,27.00
34.77630438,32.08358495,49.00
34.77427704,32.08448889,61.00
34.77251637,32.0849879,25.00
34.78010246,32.07768199,27.00
34.77540622,32.07405,27.00
34.78961542,32.11244134,89.00
34.96709412,32.58296706,17.00
34.85298231,32.16897655,41.00
34.97292551,32.20602761,1.00
34.98073826,32.22073164,43.00
34.98422239,32.23199193,71.00
34.98721411,32.31220953,76.00
34.99796104,32.81841262,17.00
34.77714898,32.08645549,98.00
34.77352719,32.0749905,54.00
34.77176488,32.07587727,18.00
34.64960097,31.79147778,21.00
34.6539489,31.79007178,86.00
34.7360472,31.88715666,23.00
34.77146156,32.06382831,47.00
34.79580093,32.11294842,87.00
34.83863491,32.14579617,46.00
34.82466423,32.12294891,42.00
35.02784075,31.91654802,78.00
34.84256097,32.17689184,52.00
34.85200187,32.17304085,60.00
35.01971685,31.0619224,5.00
34.9078691,32.02481234,1.00
34.86059104,32.0200667,8.00
34.80803003,31.90354407,93.00
34.70664688,31.82343977,18.00
34.89965436,31.98976676,71.00
34.84296862,32.28287813,52.00
35.29177058,32.60860775,89.00
35.29333864,32.61059946,99.00
34.8338293,32.13370731,4.00
35.41893501,32.69014149,89.00
34.78189966,32.08531714,58.00
34.78203909,32.07112343,86.00
34.76956701,32.07703305,72.00
34.80571417,32.02118658,15.00
34.7848861,32.00887296,95.00
34.80859488,32.01835494,53.00
34.78130571,32.08318693,10.00
34.87832216,32.08533154,66.00
34.86106243,32.08658451,53.00
34.86058083,32.08224558,28.00
34.87818652,32.08176911,52.00
34.8642006,32.09155283,36.00
34.87809632,32.0922477,30.00
34.85908846,32.09602991,6.00
34.87082424,32.09948818,3.00
34.86752231,32.09855961,47.00
34.86871017,32.10398252,44.00
34.86834594,32.11086221,94.00
34.76663,32.07548088,27.00
34.76580347,32.0755682,54.00
34.80517748,32.15928486,60.00
34.80463534,32.15962582,88.00
34.80055543,32.10638965,15.00
34.83466695,32.16248563,86.00
34.87349688,32.18082717,84.00
34.7985344,32.08904181,30.00
34.84683521,32.09238875,53.00
34.79601274,32.0820268,71.00
34.81484159,32.10785923,54.00
34.79442123,32.0944934,88.00
34.78712835,32.0908444,76.00
34.78657752,32.09084258,63.00
34.79256177,32.08629913,68.00
35.2061534,31.76493725,54.00
35.19905899,31.78021438,60.00
35.21186577,31.78600411,57.00
34.92441861,32.32129279,41.00
34.80343349,32.08299739,9.00
34.81720127,32.09351001,70.00
34.66223957,31.65376828,71.00
34.81312264,32.10597822,93.00
34.81652396,32.1108944,99.00
34.80224999,32.10169673,100.00
34.80464354,32.04590147,16.00
34.84516077,32.16016222,17.00
34.81382886,32.04955532,58.00
34.79201587,32.04745719,55.00
34.85973251,32.02602528,51.00
34.82544441,32.118785,28.00
34.82265657,32.10630491,73.00
34.85734357,32.09241798,82.00
34.78954828,32.05931674,42.00
35.00674189,31.89937329,11.00
34.997926,31.8802496,72.00
34.99791726,31.87942892,88.00
34.76449453,31.65201536,26.00
34.73085771,31.64468019,87.00
34.70636629,31.64510102,14.00
