x,y,trafiic_signal
179723,662946,1
180054,662958,1
179901,662953,1
179293,663383,1
180601,656894,1
214179,745698,1
214002,745755,1
182915,644442,1
174534,644091,1
181047,665849,1
185041,575498,1
182988,570625,1
178471,658391,1
180766,657528,1
180620,657711,1
181035,657195,1
180448,656919,1
180183,662402,1
217002,642053,1
175388,643725,1
177341,657925,1
216502,641083,1
219399,634857,1
219416,634929,1
219556,634311,1
216564,640562,1
216508,640419,1
168167,617983,1
179810,612948,1
175073,624684,1
171912,636210,1
172238,636739,1
180648,653841,1
178827,659115,1
185065,665740,1
207934,748449,1
209194,765286,1
209061,762767,1
183605,650114,1
213675,734948,1
181754,650706,1
182835,650360,1
200606,645443,1
178633,650753,1
222849,635066,1
209440,605265,1
179116,652723,1
178944,652408,1
185284,664775,1
184457,671407,1
179170,657323,1
197872,747387,1
181629,658583,1
221834,638262,1
219397,632676,1
219314,632871,1
219182,632908,1
182671,663561,1
206528,749098,1
180509,663133,1
180505,662956,1
215382,759706,1
215284,758982,1
222955,757984,1
225178,758144,1
218306,734153,1
186534,670105,1
224523,722754,1
227565,723834,1
228431,724568,1
228007,724308,1
220044,632614,1
181323,665974,1
179948,664535,1
193389,676659,1
190638,677302,1
228433,758616,1
206099,748041,1
205276,746776,1
214993,716427,1
214215,715580,1
219078,632367,1
213938,630128,1
209039,606234,1
181024,647571,1
179131,660518,1
196533,668346,1
196554,668083,1
201101,745773,1
200834,746205,1
200791,746160,1
223482,637303,1
222791,636989,1
202896,743796,1
198787,747986,1
198736,747320,1
189322,664130,1
177201,658143,1
200054,747105,1
200316,747087,1
199643,747328,1
180052,664049,1
191093,700798,1
199565,742837,1
198392,746875,1
199098,745782,1
196474,679394,1
178788,659752,1
221719,636347,1
167038,621242,1
220146,627323,1
221368,629213,1
180897,657629,1
181424,657993,1
189324,664293,1
186429,688584,1
186105,651905,1
185817,652347,1
178966,661771,1
181325,664469,1
183015,664726,1
230971,634811,1
231026,634777,1
179098,662799,1
179051,662748,1
178745,662912,1
179182,663320,1
178983,663110,1
178905,663313,1
178931,662890,1
178760,662979,1
178728,662829,1
178392,660880,1
200453,686365,1
203408,741203,1
201370,741394,1
186499,666813,1
187037,667068,1
188702,667230,1
188452,667286,1
200967,645237,1
210623,746910,1
210932,746869,1
210867,747072,1
188453,663335,1
225497,751301,1
200730,645388,1
231547,734800,1
188367,691877,1
188396,692165,1
189391,667255,1
188589,648241,1
186402,648674,1
203492,744022,1
178258,664843,1
179168,664971,1
179271,664207,1
179484,664138,1
186457,689706,1
182827,662877,1
183425,663313,1
183602,664176,1
183628,664639,1
183655,665052,1
183666,665156,1
182673,665160,1
183020,665355,1
181714,665480,1
177625,660446,1
177925,658460,1
185973,692123,1
186046,687222,1
185903,691804,1
186830,691669,1
187819,676508,1
185054,672885,1
185257,673183,1
178556,663821,1
179366,663899,1
179004,667179,1
186558,691620,1
186621,691983,1
178258,664613,1
219556,628454,1
218216,632296,1
217387,631157,1
219878,630770,1
177576,656547,1
181202,662942,1
180750,662949,1
181625,662952,1
184847,665121,1
184103,665943,1
182260,662890,1
182579,666123,1
183092,666329,1
183635,666504,1
184845,668626,1
184402,668230,1
182755,663687,1
182795,663752,1
182828,663840,1
182947,664237,1
182975,664286,1
183447,664647,1
183019,664671,1
183130,665177,1
183155,665279,1
183301,665662,1
183387,666649,1
183329,666928,1
183298,667096,1
216408,629937,1
180550,663600,1
181175,664639,1
180860,664736,1
182488,666468,1
182202,666336,1
182756,666630,1
182216,663394,1
181836,665446,1
182076,664650,1
182070,664209,1
181873,664713,1
182082,664730,1
183864,666118,1
183101,665694,1
182725,665665,1
183932,663183,1
183486,663471,1
183941,663413,1
183968,664152,1
221185,631656,1
178135,654417,1
184583,666625,1
221021,630915,1
221199,630988,1
180316,664470,1
220010,631294,1
219427,631354,1
220415,631836,1
220542,631687,1
219700,632632,1
220165,632070,1
220110,632095,1
179998,663754,1
219037,629896,1
182875,666267,1
178334,657470,1
181702,652154,1
182828,652528,1
180484,671054,1
206839,746243,1
218902,629256,1
219451,629217,1
178582,652866,1
179199,652920,1
209207,754690,1
196767,743974,1
196337,744264,1
189220,664620,1
186239,676217,1
218877,632527,1
178420,660142,1
186967,665677,1
177469,653933,1
188957,667215,1
209215,768542,1
188660,666720,1
189587,667349,1
166032,633360,1
182702,573192,1
179786,663052,1
179864,663395,1
224471,633832,1
221713,637372,1
222118,637246,1
197471,748447,1
182373,644316,1
191164,701783,1
188733,667385,1
194292,719413,1
194524,720123,1
182078,644633,1
181653,645404,1
177216,660426,1
197007,743394,1
195969,660162,1
226845,767829,1
217971,628910,1
228990,735159,1
220251,627483,1
221397,629881,1
222456,729685,1
204957,745511,1
253975,791907,1
204453,745004,1
208864,746650,1
202032,744785,1
202288,744860,1
202483,745101,1
201859,744961,1
202039,744870,1
211363,749297,1
208915,751458,1
208453,751748,1
208756,751532,1
226296,757421,1
168180,637393,1
167792,637407,1
177634,662467,1
180509,663039,1
178749,663252,1
178706,663419,1
178631,663639,1
200680,743973,1
201197,743843,1
217548,631485,1
217532,631547,1
216970,630662,1
192285,658380,1
218541,632267,1
218881,632071,1
221399,631797,1
189835,666762,1
221686,632083,1
221600,632264,1
221501,631862,1
221563,633437,1
222024,634004,1
222283,634761,1
222271,634693,1
221937,635644,1
221791,635758,1
222198,635188,1
221694,636084,1
204651,745373,1
221837,636332,1
221950,636286,1
222131,636291,1
222207,636287,1
222035,636281,1
222834,636333,1
206616,749046,1
206707,749515,1
177948,654116,1
180282,658521,1
191254,705123,1
200025,746149,1
205364,745594,1
205521,745683,1
222077,740487,1
221961,740790,1
222070,740413,1
251175,758936,1
253528,786070,1
200563,746602,1
238452,741991,1
165759,633875,1
165984,633766,1
200310,746950,1
187501,647333,1
187610,647388,1
187604,647475,1
188439,647521,1
185321,570089,1
182640,649583,1
170164,637859,1
204313,742233,1
203912,744299,1
201888,743577,1
206924,739815,1
191378,677028,1
181380,644850,1
181499,644670,1
201607,741173,1
214552,747733,1
214492,747575,1
186132,662544,1
185182,650670,1
188659,647918,1
175817,641224,1
176465,641874,1
176302,641834,1
183929,650217,1
190444,655434,1
191316,657670,1
199879,746479,1
199569,746807,1
199930,746539,1
199967,746579,1
198874,746698,1
199211,746478,1
197138,747543,1
200398,745287,1
194288,675888,1
204519,741954,1
180331,644585,1
179610,644203,1
189866,646306,1
189872,646509,1
199146,747583,1
200479,746745,1
201113,745399,1
201799,744979,1
220357,636915,1
221218,637414,1
198910,748424,1
220138,628395,1
208167,748994,1
208200,749084,1
208180,748936,1
190270,676154,1
188013,658855,1
167257,632055,1
218425,630492,1
178790,666800,1
179230,664410,1
179291,664616,1
178991,664685,1
178857,664920,1
222265,634921,1
202226,744952,1
178822,665086,1
219325,630480,1
181585,667864,1
217255,629189,1
210448,730289,1
162990,621034,1
204506,710189,1
175983,625718,1
176725,626495,1
176843,626583,1
184217,633720,1
189534,665917,1
189365,666925,1
178524,654450,1
170925,637706,1
177378,662054,1
209371,753223,1
207001,739927,1
207052,739942,1
203580,744091,1
187824,675739,1
205428,745527,1
216607,629840,1
217223,629515,1
216719,629855,1
219131,633106,1
207043,750051,1
222550,632350,1
222673,631964,1
222584,633919,1
222002,633818,1
221930,634145,1
181616,646400,1
180693,653223,1
193011,675344,1
185110,665639,1
165659,626114,1
177792,634580,1
201082,745879,1
199532,747499,1
200622,745554,1
200693,745603,1
200584,745599,1
190149,666159,1
190452,665635,1
189018,665859,1
190782,665460,1
181748,653106,1
183495,674761,1
182412,648974,1
166909,636580,1
167691,637113,1
200712,746360,1
200716,746284,1
227693,729235,1
184415,671253,1
181397,666101,1
218062,628866,1
166765,633860,1
184333,639784,1
220409,636918,1
177726,662437,1
216606,630392,1
216142,629736,1
218165,632767,1
189168,667245,1
215873,629694,1
220710,633886,1
220078,634093,1
219879,634121,1
220315,634135,1
221259,630545,1
218182,629187,1
218349,629321,1
217962,631015,1
217826,631152,1
217673,631320,1
217332,630989,1
217248,630820,1
206950,749926,1
206706,749011,1
253739,791622,1
200328,745963,1
199487,747438,1
238436,742260,1
188380,659065,1
221218,631726,1
220458,632487,1
177026,655051,1
186104,667175,1
179052,666905,1
178242,664759,1
178456,665335,1
178068,664539,1
178789,663110,1
191043,663914,1
190967,663578,1
190969,663521,1
179353,664600,1
165446,620878,1
189575,665695,1
178676,663515,1
189549,665819,1
217461,631349,1
181295,665098,1
184861,639268,1
178835,664995,1
217745,631255,1
217682,631659,1
217760,631756,1
182385,664772,1
217895,631931,1
204744,745530,1
218283,632226,1
217491,631661,1
217478,631780,1
224704,722916,1
218873,632590,1
218829,632555,1
218679,632380,1
218955,632468,1
218996,632422,1
218572,632765,1
218330,632652,1
218358,632755,1
180335,644523,1
219074,633029,1
219006,632965,1
217906,633381,1
217818,633611,1
218003,633659,1
218032,632755,1
217876,632765,1
217312,632734,1
220720,633531,1
219987,633280,1
221149,633817,1
192219,635875,1
219826,633138,1
219404,632542,1
219634,632580,1
219387,632345,1
221522,633279,1
186736,635267,1
221606,631353,1
181811,631235,1
182967,632821,1
181711,631164,1
178727,663334,1
178779,657339,1
204516,709010,1
220338,632334,1
220473,633422,1
220719,632270,1
219648,626582,1
184365,665903,1
180724,647564,1
219696,633023,1
203119,744131,1
185803,650965,1
253399,788677,1
178216,633609,1
181380,666314,1
187706,665865,1
191265,658310,1
174773,644087,1
186893,664054,1
185979,663801,1
188846,684677,1
221389,634066,1
222098,634089,1
218535,626653,1
218565,627324,1
218707,626702,1
219002,626653,1
220902,626347,1
191915,675138,1
191885,674995,1
219116,635519,1
218464,636228,1
218027,636532,1
217964,636998,1
222783,636315,1
222699,636259,1
222774,636518,1
222556,636230,1
222654,636589,1
222650,636873,1
222568,636710,1
222776,637324,1
222607,637349,1
222863,637066,1
222854,637182,1
222714,637333,1
222309,637789,1
223619,637325,1
223061,637007,1
222326,637725,1
222414,638370,1
222248,638065,1
222855,635291,1
220325,646010,1
222289,633614,1
181285,568731,1
181345,568737,1
197968,638032,1
200783,702220,1
183897,667995,1
183740,667282,1
250839,743981,1
211297,768066,1
229348,725056,1
229663,725193,1
190479,676399,1
190611,676540,1
184559,662288,1
184823,662135,1
207573,750647,1
203171,743913,1
185229,661959,1
185367,652962,1
203372,743942,1
203069,744118,1
182119,649108,1
200680,645298,1
174554,644137,1
184530,552864,1
181421,566707,1
183433,556575,1
181329,564068,1
201329,694711,1
203068,742182,1
206149,747972,1
181531,665583,1
201528,745087,1
201363,745535,1
224143,757869,1
206012,746701,1
191067,653588,1
168119,629072,1
220022,633102,1
218820,627903,1
228549,758634,1
177159,609061,1
219482,626583,1
177750,617717,1
178330,628359,1
177973,633770,1
178925,632166,1
177883,634892,1
178023,635215,1
178849,636993,1
179621,638208,1
182540,641518,1
182688,641747,1
184622,644099,1
189845,648877,1
191325,651534,1
190365,650006,1
226507,758640,1
187799,692392,1
251121,757680,1
210929,746776,1
187053,647581,1
187197,648181,1
187448,648580,1
187732,648811,1
187074,649015,1
186374,648244,1
186925,648207,1
187501,649311,1
188548,648020,1
188374,648186,1
187961,648430,1
188052,648323,1
187830,648610,1
180119,572385,1
186345,648992,1
195903,651018,1
201740,646482,1
201700,646619,1
201756,646619,1
202635,645543,1
200327,647989,1
186962,686534,1
207451,750534,1
218665,573023,1
218777,573021,1
188711,648847,1
188875,648916,1
189272,649369,1
201871,741601,1
195759,656864,1
205677,740589,1
194427,655109,1
178705,656454,1
179834,667724,1
208235,749039,1
183914,664630,1
217644,631604,1
224920,680972,1
224728,681172,1
227423,725189,1
187897,688841,1
181406,665582,1
180825,665257,1
199060,644624,1
227435,725399,1
184031,551866,1
167585,636100,1
211990,573595,1
211847,573609,1
189783,646670,1
180579,576004,1
182057,574070,1
182355,573495,1
182294,573595,1
181485,574428,1
180751,575388,1
180760,574449,1
180759,574744,1
180760,574556,1
180741,575005,1
180748,574166,1
221274,631747,1
181200,572975,1
180989,573227,1
180682,572900,1
180832,571729,1
180088,573425,1
180493,573373,1
179673,573459,1
178623,574159,1
179333,572975,1
180111,577370,1
177684,573571,1
178553,573188,1
178408,573301,1
179283,572818,1
177014,574002,1
179899,572685,1
179884,663862,1
179820,663799,1
179042,663452,1
179742,574219,1
180450,574156,1
180504,573839,1
214151,634235,1
213971,633570,1
213895,633913,1
177927,575068,1
177407,574467,1
178374,575363,1
204745,741873,1
203082,743501,1
179170,572582,1
179228,572658,1
178333,574437,1
181798,665631,1
180476,571930,1
181181,571034,1
179526,575217,1
179926,574786,1
180107,664070,1
171418,582125,1
167061,582995,1
169054,582375,1
181116,664660,1
161953,593238,1
162609,591800,1
162129,592707,1
160790,601895,1
160728,601984,1
160715,602996,1
160740,602871,1
178532,663897,1
179290,661671,1
180040,663865,1
246665,743507,1
248633,744009,1
181090,568675,1
162431,580863,1
163773,581366,1
178468,574015,1
204991,744954,1
250958,743652,1
184707,665868,1
195698,665764,1
219316,626643,1
219266,626614,1
182529,653618,1
215172,621501,1
215225,621462,1
230094,718211,1
181888,665646,1
181616,650795,1
181374,650627,1
181592,649285,1
196505,668218,1
181041,642330,1
181338,642228,1
201725,745145,1
183461,640253,1
178044,664466,1
207243,745707,1
179177,663955,1
190126,675445,1
201554,745339,1
180441,664725,1
185949,666648,1
178422,663379,1
214996,623471,1
185659,657896,1
219230,632873,1
182225,653329,1
179832,661583,1
180125,661592,1
183120,668130,1
184554,671295,1
179951,664187,1
186178,676943,1
185093,669060,1
179761,663699,1
189921,667558,1
187651,688846,1
202393,701990,1
180228,664254,1
181221,665490,1
188547,647511,1
182694,657383,1
179598,572225,1
179694,572342,1
181102,653105,1
177479,655403,1
178389,635899,1
186506,670153,1
195896,691410,1
199876,643271,1
199633,644641,1
200709,645136,1
200639,645121,1
202563,645099,1
202551,645006,1
202456,644511,1
202465,644629,1
199998,641995,1
200570,645887,1
213489,619908,1
213552,617685,1
185743,666614,1
224953,751692,1
222245,634969,1
196090,709458,1
180692,667113,1
228950,733397,1
229735,733833,1
229400,733738,1
229274,733759,1
229468,734131,1
230274,734051,1
230767,734345,1
230695,736912,1
210894,746971,1
228349,733195,1
228308,733248,1
228397,733277,1
227635,733187,1
228201,732887,1
227850,732569,1
229541,734864,1
222226,740224,1
233183,635738,1
199222,683153,1
230651,759325,1
230278,759230,1
228295,758856,1
228481,758813,1
252462,765251,1
252025,763937,1
251836,763716,1
252801,766186,1
252807,766259,1
230696,759194,1
230715,759137,1
186264,676311,1
199860,644595,1
190154,684711,1
189713,684640,1
189731,684569,1
190698,684932,1
233326,727751,1
210462,746803,1
230018,758738,1
229293,758501,1
229809,758677,1
228773,758570,1
228960,758501,1
182663,648969,1
215698,717438,1
230454,725761,1
216271,756147,1
216075,756879,1
187722,675364,1
187755,675472,1
218013,628466,1
218065,628492,1
180563,652455,1
182839,652581,1
181880,650841,1
191136,654045,1
205686,745561,1
185785,687056,1
224923,751824,1
225440,751980,1
209474,753242,1
209151,755071,1
209696,749941,1
209832,749918,1
218169,632226,1
219640,632817,1
219718,632765,1
221596,632682,1
222584,636806,1
222646,638343,1
222281,638346,1
222845,638635,1
253545,790596,1
253495,790025,1
253577,790786,1
253477,789551,1
253532,790364,1
191008,652395,1
190654,652396,1
184156,644322,1
183636,645160,1
182778,628247,1
213998,634022,1
172987,623416,1
216982,628676,1
221889,632169,1
196690,668441,1
212017,735289,1
216575,734710,1
216503,734643,1
217254,734390,1
221528,733198,1
180657,664070,1
180622,663946,1
230883,734519,1
181061,645541,1
210133,728990,1
210128,728901,1
178153,664278,1
179818,664095,1
163380,620614,1
210964,746584,1
211029,746411,1
211051,746249,1
211181,745988,1
211226,745914,1
163471,622677,1
163412,622698,1
187995,569668,1
189912,651844,1
209772,729200,1
182028,644609,1
220910,626514,1
217653,628373,1
215497,734649,1
223780,646500,1
223727,646446,1
189571,666871,1
213072,735011,1
214745,734900,1
215012,734806,1
195510,665590,1
199876,644700,1
199652,644745,1
223332,637148,1
213733,633311,1
213812,633386,1
199397,402083,1
199475,402323,1
200086,747322,1
200014,747390,1
181000,662942,1
215312,629365,1
215211,629385,1
216065,629691,1
183490,645955,1
219493,733547,1
180247,643920,1
179217,613745,1
179163,613098,1
179222,613214,1
220696,628263,1
197102,627161,1
220650,634832,1
216593,752326,1
213980,765949,1
199590,747598,1
199048,747634,1
209153,765010,1
169763,622229,1
198425,629293,1
198954,629811,1
187590,690953,1
191171,655269,1
178562,636166,1
249389,573365,1
249395,573281,1
182961,570523,1
220619,632117,1
220429,631921,1
186595,670264,1
219008,632811,1
219201,632751,1
178921,572885,1
187583,666878,1
219308,628693,1
219113,628823,1
222617,637068,1
180368,666791,1
180944.4022,665104.5233,0
180535.3586,664495.0181,0
180256.6346,661240.8449,0
184711.9804,663134.4174,0
184033.2015,661190.6239,0
183900.477,659501.6732,0
180713.6099,654482.0885,0
180474.0162,653812.6333,0
180663.7711,664794.8685,0
179839.8562,661855.7309,0
182528.0659,659000.4406,0
232599.2064,740831.68,0
181284.2899,655940.7579,0
182309.1763,657001.2749,0
184017.4589,660008.5254,0
179978.3284,652626.2779,0
217913.9718,637201.8629,0
218961.8987,632503.315,0
218422.535,629691.6708,0
190394.8893,654421.619,0
193350.3313,649262.3973,0
193377.0963,649256.6738,0
179442.7921,660899.1099,0
177621.7557,658648.1491,0
177227.2673,655461.3014,0
253625.9743,736345.4176,0
182264.3954,671047.964,0
181444.7491,666814.2092,0
182712.439,673711.9367,0
181364.0394,671879.6141,0
182465.8653,674154.9523,0
248234.9179,748049.2653,0
187613.7037,691780.0837,0
187881.2824,692840.5019,0
188461.1334,695843.3914,0
187714.7234,699116.9248,0
190650.4938,708408.6848,0
195713.9476,671053.0046,0
182306.6971,674195.4994,0
229554.4686,544299.7503,0
190862.2308,646822.9041,0
184338.4567,635034.4342,0
185901.605,670494.4621,0
191588.8196,695994.8224,0
189742.2082,692196.2246,0
186596.2687,686974.2193,0
182007.8162,671920.1368,0
197802.2093,748432.5417,0
213606.5975,724531.9646,0
209806.2242,666593.4877,0
249834.1206,757285.2472,0
194780.8099,673012.6739,0
220224.9919,637301.4059,0
208599.1269,740830.9686,0
191450.9067,659061.5696,0
191562.7477,653519.3221,0
190511.6541,667676.4658,0
227486.1605,632364.5887,0
247965.3299,631222.0986,0
238311.3743,607431.1225,0
219753.0829,635018.2979,0
205073.3926,741533.8911,0
193372.5377,652469.5311,0
194392.7946,651270.5281,0
191672.5155,669725.6293,0
195034.2141,670266.6879,0
196452.5644,672151.7807,0
194019.8936,669226.0762,0
203729.5853,708878.1058,0
202209.3788,702011.0456,0
192248.4447,712365.3757,0
192079.732,712313.0809,0
260882.2312,756568.9662,0
251399.9131,753554.5908,0
241062.848,716559.1218,0
246993.3376,709055.2563,0
186937.3662,688202.2529,0
207464.9501,739351.5177,0
202922.0879,743775.6714,0
186467.2596,686753.2602,0
186269.3819,686474.708,0
185766.5851,667433.3226,0
186290.0839,669764.5591,0
190144.4562,706043.6725,0
190133.2525,705520.4691,0
270494.0297,765815.4405,0
182332.8094,612505.9582,0
185609.9137,666991.3397,0
188700.4127,669416.1685,0
185603.2344,665930.7938,0
188696.0444,676046.6993,0
184957.3818,663766.8618,0
182898.8505,671770.5356,0
182072.3945,673628.4524,0
180509.919,653845.9299,0
184415.9323,682525.6801,0
183577.7055,658169.652,0
177258.8008,544511.5247,0
180207.6003,532569.708,0
200374.4082,587295.8516,0
182177.604,611296.8751,0
179409.2108,601606.3811,0
179605.7757,650483.7164,0
179831.8731,651777.3362,0
206715.4178,727322.8445,0
201800.7832,465299.2929,0
207159.799,433412.7337,0
174715.4262,594548.4217,0
163031.3609,604299.0081,0
188379.9234,587976.2574,0
184181.3618,657583.8652,0
201127.9499,439952.163,0
155314.2725,569211.848,0
249026.7952,712645.1981,0
237793.4735,770229.3208,0
241757.5572,765939.5772,0
210125.0151,584739.9525,0
273924.6533,784127.7258,0
190925.0003,665500.7575,0
186315.6404,686827.6675,0
193985.857,652033.7907,0
275135.0388,778101.421,0
261187.3843,768551.5762,0
259618.2295,756664.4776,0
269902.034,774302.7761,0
218448.6692,630421.3944,0
182404.8913,669572.6995,0
182330.1623,669106.336,0
190865.5914,667092.1885,0
187112.0487,669891.1561,0
191991.8999,652261.0697,0
209484.468,758348.0808,0
203982.5816,737771.9863,0
202403.6423,745092.5854,0
193446.1775,722021.7642,0
183821.9731,671583.6847,0
195523.8867,735223.8205,0
193382.5829,721461.3991,0
184711.0386,657265.6902,0
184905.2095,657516.6306,0
191062.8811,708993.0828,0
209397.1018,758145.1591,0
194103.1038,668172.9131,0
183015.8122,656841.7972,0
182792.6596,657223.394,0
181405.7906,650697.0397,0
182503.3528,657690.2773,0
177088.509,654146.6078,0
178495.1443,652035.0083,0
181409.6067,651003.8465,0
181339.3339,666645.5924,0
181421.925,666306.7959,0
218898.2604,633199.0613,0
184623.2891,644134.1534,0
177248.1435,626943.9618,0
191306.2646,651540.8923,0
210648.0088,666855.3557,0
210226.447,666724.4469,0
195947.364,668690.2374,0
196762.7085,668102.3501,0
195386.249,668940.0341,0
190622.6093,669870.4157,0
193849.8026,664589.0371,0
193554.866,650342.7825,0
193838.4397,651082.3037,0
182622.1816,675054.3394,0
214686.6874,630828.2394,0
177454.8918,660053.0009,0
178007.8632,660642.1035,0
182367.1215,672817.5297,0
186553.0861,650983.7584,0
201396.0241,691022.0779,0
181219.2314,665875.0311,0
181529.795,672080.9305,0
182373.3305,657876.8676,0
181355.8489,650511.341,0
200568.8341,553020.0341,0
219060.4635,550187.913,0
238206.8301,770120.6252,0
202905.7252,709722.2917,0
223699.115,569727.034,0
146593.8886,580440.1587,0
147898.1999,588629.6541,0
147425.5651,587901.9638,0
200721.0032,699583.5304,0
196378.5068,727276.3638,0
237793.0874,751396.6399,0
238848.3875,754706.644,0
209858.5145,741452.4603,0
180096.7336,663385.332,0
181619.7007,507863.3732,0
157716.7042,489808.8144,0
142707.0576,532533.1996,0
258534.0031,768799.65,0
270955.6815,792555.7915,0
230085.9606,718213.667,0
180443.9417,664771.6777,0
223677.6841,524810.3705,0
182024.551,668469.0144,0
259258.7244,792147.7599,0
260879.2512,780697.7896,0
191213.5615,692242.9884,0
212655.9074,467899.733,0
145877.8735,575596.3221,0
136739.8254,570877.7706,0
166187.4856,608630.7873,0
191251.1573,658308.8008,0
222432.0915,729676.0933,0
265920.2521,793834.5789,0
191121.4774,653848.0681,0
187561.7672,692419.4162,0
182785.073,649219.5048,0
188996.5618,646323.3711,0
191634.2484,697815.6618,0
209402.5449,758465.279,0
204657.7534,710310.3673,0
192716.6121,709631.534,0
196600.7494,706146.9361,0
189210.0967,679662.9404,0
190835.1512,675128.615,0
182878.4367,677478.8335,0
275373.2665,749262.3874,0
278450.4725,769092.6039,0
267061.3267,742787.1501,0
184114.2635,661633.2306,0
191430.3714,659134.7689,0
168304.7195,631781.5119,0
222457.4196,729708.4281,0
219462.5819,634974.7493,0
184209.7981,632907.0129,0
197281.1517,748429.2818,0
199663.4522,707907.4599,0
185552.9073,686228.4701,0
195816.0617,734717.5658,0
200119.582,690923.0187,0
248024.2458,697470.287,0
211367.819,608057.6368,0
219252.3415,616410.0045,0
209772.0359,603814.0317,0
210391.2049,587934.8082,0
232215.5513,650934.9111,0
191120.144,700028.2326,0
204295.3999,723945.8858,0
203063.3336,710345.0962,0
191262.9816,646138.7691,0
178226.6569,651569.9033,0
202609.3726,704715.9174,0
187028.1663,646992.6092,0
200676.7458,722690.5387,0
172339.7532,636776.0694,0
223803.8454,655914.2166,0
242518.3221,679238.6736,0
243143.3383,678012.6014,0
262128.2661,754250.9031,0
273091.8453,755840.4648,0
248323.1787,670330.8618,0
252200.435,779874.0718,0
251615.9215,779771.173,0
168842.708,632227.8004,0
198506.7111,561802.2992,0
189923.5876,646065.55,0
178156.5963,652219.7487,0
178558.3839,652024.1209,0
178230.3416,652343.6487,0
177497.1986,657006.4127,0
177308.0434,656554.6217,0
179309.9543,660602.4311,0
193507.486,667629.8067,0
184025.5221,417290.7833,0
179900.5119,651457.7847,0
182159.4076,669617.0335,0
201490.3156,745936.9606,0
183319.3817,656373.0051,0
243933.9236,661685.3064,0
246942.6437,668340.4829,0
230191.0348,648135.5503,0
270922.1513,793154.0998,0
183362.4527,634774.0988,0
195522.7123,644614.0414,0
185414.6685,664691.7659,0
189791.5726,677103.772,0
193250.7213,674677.1361,0
190842.9713,675366.4351,0
187289.6652,647238.9999,0
187759.1278,646815.585,0
213396.6571,668456.0827,0
195925.731,672139.0149,0
189902.7719,677572.0254,0
189741.5922,677480.4441,0
189272.0854,678789.1716,0
189460.8815,677981.0986,0
189840.301,677546.8796,0
222408.155,634992.4814,0
186973.1231,663808.2306,0
183300.6527,656543.9313,0
178390.0323,647600.7911,0
178446.8281,647598.856,0
178431.2305,647532.2958,0
231795.9834,751518.4228,0
184398.1154,657026.6043,0
197151.4147,720988.6906,0
212142.5916,667803.5326,0
224689.5229,632509.2003,0
215727.3837,668456.7244,0
191132.0929,654138.4794,0
189242.002,655216.5342,0
198940.0832,638158.6514,0
198746.5373,638887.4823,0
182595.7913,650024.4875,0
186780.6248,647259.4723,0
189829.3744,646588.9138,0
189855.9198,646213.7473,0
224563.5262,669104.72,0
195245.4618,673319.8901,0
177757.0456,645497.6079,0
183731.3736,570450.4288,0
183762.3028,571040.8209,0
183504.6558,570491.3046,0
183491.3491,569873.1009,0
220002.6042,737618.9136,0
183898.9779,633457.8128,0
193939.4102,636986.1688,0
193419.3687,669221.5744,0
194246.5772,668853.8824,0
208783.9488,746641.4694,0
207047.2264,745936.8562,0
196940.9637,679770.63,0
203728.5678,709739.8864,0
204711.408,723840.7179,0
176604.5019,650643.689,0
267870.2575,664046.9046,0
182226.587,670102.7746,0
185201.6893,670866.7445,0
177689.305,656527.0518,0
177350.6218,656079.6762,0
177616.4069,658431.1007,0
279272.0624,719569.3824,0
203930.3927,744950.615,0
203640.4685,744926.6085,0
203157.5266,744789.7613,0
193199.3027,674479.4929,0
222600.7179,635303.1927,0
182554.5373,650066.5523,0
179129.8987,660697.9536,0
178593.0446,660358.6654,0
182341.7074,671433.6553,0
182785.0401,673910.5613,0
224975.2758,632328.9186,0
182830.6291,675912.3554,0
182768.8437,676345.474,0
182871.5137,676333.1933,0
186546.8057,686681.3739,0
187671.8419,692425.6672,0
187814.3626,699592.391,0
191024.9947,708551.1072,0
216898.6782,641951.6928,0
216871.6292,642007.974,0
212677.9241,642186.616,0
174592.9778,644102.9918,0
219500.4322,634414.6828,0
196081.6326,735198.6827,0
195585.5661,735706.1607,0
177008.4848,614881.4865,0
169758.1996,617331.9052,0
179173.4103,613533.4649,0
182653.9218,611831.6626,0
169587.0795,617381.9058,0
182128.874,611982.1883,0
171557.9145,636021.8195,0
172264.7599,637818.4936,0
171842.7402,637439.6342,0
171688.386,637227.731,0
183149.1242,656409.2157,0
184298.4897,660544.5312,0
184814.6892,663388.1197,0
184539.732,662794.7915,0
154785.7804,580706.3768,0
182690.4845,657390.075,0
174176.8661,643519.0664,0
179953.6708,651515.9963,0
213714.458,734942.8392,0
213077.7419,735011.1983,0
184421.0551,671146.3925,0
267791.2486,664116.9025,0
194618.917,645042.8507,0
201693.88,646615.593,0
179899.2682,662587.4306,0
185817.3103,667749.7511,0
212007.8255,667701.4676,0
219733.8482,733940.553,0
179656.4439,661193.0907,0
193208.7323,636691.1984,0
218252.7727,719865.2262,0
174797.9747,644844.893,0
182958.583,641973.0818,0
189337.1874,664053.1901,0
186919.1785,664128.0686,0
174210.9378,644023.4425,0
194236.0957,663290.9448,0
216273.0484,744555.727,0
216188.6383,744597.3205,0
189763.874,675997.9413,0
189713.2256,675588.5963,0
189551.9268,676053.4779,0
212163.8506,634290.4249,0
199025.5378,743339.6381,0
201565.7269,636669.5112,0
