x,y,trafiic_signal
189313.8585,682171.2428,0
185350.5043,652958.1335,0
181485.3942,659035.4818,0
181517.2001,672397.0009,0
177639.4686,657459.6966,0
198689.428,682062.4178,0
230998.4202,634792.8928,0
200697.1436,687345.8481,0
200456.9471,686364.6347,0
186268.9091,537394.978,0
180367.0777,586844.4565,0
181551.846,658989.7473,0
195207.8442,672831.6461,0
187959.5585,692377.2017,0
248770.2356,756659.826,0
190966.8807,670691.9843,0
179722.7838,663712.3843,0
247082.3109,709359.7822,0
218577.8142,628037.8608,0
188833.9059,675366.6648,0
189118.7109,647779.8137,0
229704.895,644230.472,0
217072.146,642025.3124,0
217022.2283,642094.3726,0
206201.385,726289.9873,0
190996.6365,653406.2448,0
190464.6785,579441.9977,0
190644.1041,579598.9829,0
183184.7038,658402.4473,0
206999.3264,746409.971,0
206620.3365,746012.4702,0
206800.0755,746206.7729,0
181375.8014,672022.1121,0
220256.6022,742198.6406,0
196758.4929,744087.0755,0
196717.4282,744912.4871,0
196305.6827,744040.0687,0
196652.0126,744241.5082,0
196449.1791,744179.4944,0
189282.2565,664380.137,0
192118.521,663812.1565,0
178963.1731,546633.0802,0
194981.9655,701731.488,0
194116.9259,701715.8981,0
188606.244,648419.3735,0
187433.0718,649542.8494,0
181427.1967,566689.5166,0
182639.4642,657430.124,0
182206.5848,656961.5505,0
217939.5162,628667.221,0
208785.9187,549513.1658,0
222502.0157,729680.2732,0
222453.2075,729646.4451,0
233984.4776,718288.7474,0
204530.4941,745096.4277,0
204262.6231,745004.4865,0
205382.7825,745538.2134,0
206098.4725,745632.8535,0
204472.7695,745189.7839,0
209644.4734,749936.0651,0
203852.5559,743582.0135,0
203216.8277,744852.8229,0
203563.0185,744688.7136,0
226260.9061,757427.343,0
201255.869,744006.7287,0
200575.4261,743850.1874,0
200529.8522,744080.5413,0
201228.3734,743827.3612,0
200700.3769,743991.5838,0
222354.1784,634767.2373,0
201117.8545,746049.023,0
201138.9467,746014.1272,0
201171.5668,745937.91,0
205527.1241,745619.7001,0
222130.6233,740318.3798,0
222448.93,740144.7882,0
259956.6272,783541.6606,0
195040.8109,621655.5807,0
210434.5546,730901.1198,0
187095.8279,670440.1458,0
232686.1786,740785.6605,0
238459.548,741918.7876,0
191404.1345,659085.6391,0
204558.7638,745209.7608,0
182849.8738,649827.1797,0
176590.4858,635312.2287,0
172925.665,636677.9715,0
177039.3134,653654.6445,0
177309.6359,652309.7748,0
193689.1469,721534.5069,0
627777.3832,779143.762,0
629417.6037,778267.9523,0
627460.0394,778379.0487,0
196668.5166,744310.23,0
190309.0511,654514.0123,0
191979.4337,544750.8636,0
193837.5156,718035.7418,0
193876.1173,718197.5,0
194837.3888,644918.3631,0
194328.6349,645215.1115,0
194601.4535,644257.8224,0
194217.0888,645224.3008,0
193274.1273,645438.9586,0
194050.4416,646001.756,0
256071.1726,866621.4989,0
220376.8697,636565.6086,0
182996.5782,642162.7542,0
183042.5639,641999.0753,0
183071.4387,642122.9126,0
177493.7246,659326.7993,0
192089.9595,707923.1269,0
196510.9158,644481.5023,0
196222.5278,746476.1835,0
202593.8557,709691.3387,0
203789.8497,709905.6479,0
189641.5601,676084.9959,0
196334.4876,678821.0142,0
196806.249,679331.2633,0
196541.0961,679370.9157,0
184652.7109,657199.0219,0
172107.1246,636979.1663,0
171269.9887,637585.3157,0
209799.3757,749419.981,0
209877.5978,749912.9795,0
206567.6548,740240.6528,0
207059.3469,739982.1248,0
183812.1617,676622.5152,0
182949.4365,674632.2945,0
183474.511,675694.863,0
184094.1868,677257.0481,0
184308.0613,678567.3009,0
184694.0505,677734.7776,0
196759.9067,743980.4058,0
181448.3275,560556.4192,0
209750.9356,750317.1338,0
179324.3893,651404.4495,0
168595.8438,630866.6241,0
171482.2736,635508.7558,0
239570.3357,732868.3479,0
200818.565,746121.5688,0
200850.8022,743912.8811,0
213650.2197,734936.9212,0
213670.6468,734979.7501,0
182483.1467,671785.9345,0
220429.8056,636939.6502,0
189645.3978,676014.1242,0
218395.0615,629332.3993,0
194950.2195,652307.0931,0
207576.339,746984.6688,0
218147.338,629261.0409,0
224308.0729,651358.285,0
238447.9204,742241.7349,0
238428.2761,742583.0435,0
218792.1718,629417.2475,0
168020.3347,618040.7506,0
190352.0658,663943.1757,0
189902.8468,664037.4063,0
191011.7217,663838.9608,0
191750.4329,663806.7744,0
192618.4457,663957.1808,0
191021.3919,663091.3428,0
188833.2992,664159.2733,0
207324.4358,634250.5254,0
189639.2978,580779.6644,0
185660.2363,576229.8025,0
200242.4677,722188.493,0
201269.3222,722960.9448,0
195586.6498,636983.5894,0
196603.4599,637229.5646,0
202629.4147,645533.0898,0
180712.3877,664442.4459,0
207168.8759,626715.8668,0
189140.0766,675149.0059,0
267362.6878,664592.0313,0
174509.1483,636447.4464,0
187446.3532,664187.1339,0
184817.2616,663569.8508,0
185409.108,647551.9034,0
185026.5795,647934.5724,0
184471.348,647849.5272,0
187536.1952,696487.7245,0
193602.7037,702048.9869,0
191056.1138,669929.8978,0
191055.2691,669620.7123,0
250882.584,762082.5109,0
211743.1957,732039.8054,0
211772.4037,732104.0161,0
184575.6552,662441.358,0
184358.2912,662191.379,0
180624.3267,664087.3389,0
263105.6121,795145.161,0
177736.2559,634284.9465,0
174679.9383,636604.8953,0
191942.7264,713010.8181,0
192437.304,711591.8602,0
183742.1891,574108.4165,0
183771.6447,574266.9599,0
186867.4022,663976.3576,0
189594.5568,675858.1811,0
190112.4942,675512.0602,0
202150.9757,744863.4995,0
208205.0721,749053.435,0
190071.6994,675459.1494,0
467442.7276,860749.442,0
200713.327,744018.5862,0
177910.9737,634959.4688,0
189398.3708,648222.2434,0
189130.1554,647962.2687,0
195171.9414,672722.7587,0
193690.4263,674171.0747,0
191870.1405,674948.8427,0
192396.7043,674912.328,0
191109.8948,675160.6016,0
192574.7703,674827.8872,0
191519.6682,675069.9753,0
200132.741,621630.276,0
191541.6133,694570.1333,0
208726.6193,634398.0753,0
207992.3996,634210.8173,0
207097.3769,634217.4524,0
234262.6658,561077.819,0
234276.9987,561125.6921,0
251169.3103,757657.4681,0
261135.1274,748123.0779,0
189990.52,579063.3632,0
218116.9308,628938.0075,0
192687.4119,577862.7153,0
190128.244,675420.2289,0
194228.9147,652060.1677,0
177808.3707,634671.2314,0
179648.4994,592062.1896,0
180057.323,589699.8052,0
218829.145,627941.0633,0
206771.0011,746239.8924,0
239062.9602,742529.9582,0
209075.7907,634254.5541,0
207820.2569,634244.0208,0
205872.5517,424012.7439,0
241846.1107,713153.6973,0
206475.02,726853.9611,0
197445.591,748492.6731,0
224146.4013,630876.337,0
190777.9115,675200.0804,0
180263.4145,664268.998,0
215314.9115,573660.3953,0
203301.3921,574473.6385,0
205682.9491,574189.9563,0
199267.4482,574619.5039,0
199333.2182,574602.1589,0
215455.7901,573668.3349,0
189452.9025,647108.5659,0
213955.5645,633623.5503,0
167056.0136,582990.1399,0
246672.1699,743513.8124,0
186232.4373,576746.3521,0
256793.3375,734220.5421,0
224385.5632,669102.4255,0
195455.0081,672514.8739,0
219326.7884,626932.8713,0
180939.8201,650836.5186,0
244973.5533,757378.5124,0
180443.5122,651065.2235,0
179960.4306,651175.4822,0
179767.9771,651136.9716,0
179701.5602,651538.8511,0
179801.9929,652139.32,0
179403.107,651337.1745,0
179889.5036,651236.7568,0
179381.0107,651274.0093,0
221555.8968,647975.3229,0
240759.5521,716692.8803,0
194110.683,651458.2471,0
184560.1685,671607.9702,0
216677.6456,634233.5843,0
178401.5639,647608.5183,0
218300.2338,629420.1517,0
198103.474,667623.2393,0
155735.8716,597221.2967,0
211700.2439,634093.0677,0
205835.9979,422896.2413,0
186947.1121,583995.8794,0
179320.9197,592917.1368,0
179874.8782,590692.5747,0
183894.3043,679888.8587,0
191509.0519,544347.7183,0
206265.4583,726919.9109,0
202395.4037,635814.9946,0
182099.2007,588110.7658,0
215007.0916,633749.7166,0
219032.4086,626183.4083,0
197376.7972,575115.372,0
203757.9228,574339.0981,0
205769.5045,574208.6589,0
197269.5289,575105.7187,0
190048.5135,580145.7419,0
183000.876,587456.0017,0
187761.4883,583078.9821,0
184195.9061,586222.6885,0
198866.5985,707405.8355,0
198695.846,707040.3053,0
216914.2399,634239.6661,0
215810.5462,668412.305,0
194255.194,669013.8325,0
196729.4258,388223.3813,0
200111.6383,668166.4239,0
199973.2243,668162.3743,0
212127.2052,667814.9875,0
230557.5948,737151.1884,0
184354.9812,682047.9476,0
228341.6842,733200.9311,0
214816.7617,745501.6978,0
214135.8122,746313.8999,0
213818.1257,745065.2172,0
213957.4396,745769.9331,0
216913.53,744124.333,0
216833.5103,744108.1067,0
220396.5428,738103.9902,0
221782.9791,739930.149,0
222769.1825,740912.9593,0
238571.2046,748360.2228,0
223155.1456,739708.7408,0
223794.5261,739188.2521,0
255282.7137,734509.5649,0
218509.1703,743690.9137,0
218441.3928,743669.7936,0
220317.1868,742153.664,0
213233.2624,746233.8,0
212794.9229,747464.3034,0
212832.164,747324.2308,0
243949.6873,756844.349,0
244632.207,756812.3406,0
243696.3574,756781.6387,0
234754.4725,718191.396,0
234696.8453,718166.2561,0
234416.0676,635887.6244,0
234374.8872,635922.1718,0
199216.4902,683142.6336,0
251187.6244,762869.1636,0
251167.8814,761535.1028,0
186692.3274,676089.045,0
188148.8468,675471.1755,0
189900.2653,684431.2052,0
190031.9654,685201.3245,0
189957.39,684899.6103,0
237763.0229,742116.6357,0
206895.1827,739783.2076,0
182806.4675,674199.2167,0
210123.6453,731204.119,0
185783.3091,676506.3736,0
189176.6332,578352.6706,0
219237.7213,626600.356,0
219347.7374,626606.3087,0
204083.2725,710013.917,0
155236.8673,597727.6922,0
218207.2414,719803.1289,0
218303.0767,719792.1385,0
190800.3198,708731.5561,0
177581.4512,634718.6694,0
178388.245,634475.547,0
174956.1888,636198.3437,0
173934.0721,636789.9596,0
177916.0136,594569.338,0
178266.0321,594972.1695,0
178363.0447,594376.4539,0
192765.4361,577775.1235,0
194311.358,576159.1734,0
193659.2118,713737.1587,0
187754.377,675512.9758,0
187260.4311,675569.0014,0
190407.7978,675394.7735,0
204309.6247,744765.8412,0
213025.2661,746374.7345,0
218837.7921,627873.6568,0
218768.8479,627878.7285,0
237719.7627,693714.2663,0
218097.0959,628976.0764,0
194327.5805,702132.4507,0
209975.0829,736504.9443,0
209636.0704,735127.221,0
209901.483,737059.8963,0
191991.6453,652247.2425,0
191971.2523,652242.895,0
191972.6681,652266.7323,0
209308.7887,758279.8986,0
164441.4325,624103.1994,0
163886.2282,623227.5224,0
214589.8489,775054.8665,0
215765.9583,668433.2128,0
225526.8557,642953.5687,0
217207.767,631950.6693,0
218308.258,719855.8821,0
222787.9531,721877.1247,0
209551.0506,753278.5278,0
222386.3732,748526.6269,0
205001.9426,745384.563,0
211166.5583,775525.0136,0
184574.111,644120.1489,0
184616.0277,644090.9094,0
202214.9886,708575.7172,0
225015.6034,737825.1882,0
225135.8021,737782.8588,0
227223.783,737070.3474,0
194677.2734,623324.902,0
194992.5698,621639.7829,0
195020.1994,621599.8882,0
190887.9725,613270.4541,0
214338.8116,633817.0345,0
213136.5433,634105.3477,0
213903.253,633944.5445,0
212774.3206,634179.7581,0
190661.9701,568276.9647,0
245549.8982,766023.5358,0
189478.5921,578119.494,0
240741.868,749810.0597,0
240878.7984,749926.0612,0
240842.0845,749859.4728,0
227703.1206,729265.2295,0
208955.7885,737131.2842,0
171326.96,582198.2666,0
171439.7037,582089.3085,0
198560.8654,638312.4376,0
193923.2897,620007.6335,0
246522.4568,634092.2187,0
268662.1881,782601.4187,0
210429.66,730333.9379,0
253972.3451,791901.5919,0
253541.4662,786076.6425,0
252799.8263,766181.6137,0
253656.4621,781229.4351,0
251123.5865,757683.0847,0
209644.4666,767851.7009,0
213699.3502,769030.4573,0
226848.5984,767826.1701,0
227945.1906,767768.5309,0
214920.3137,757537.8199,0
215906.1701,757442.2601,0
226502.3462,758639.0411,0
228298.942,758868.3526,0
234797.7634,759734.5035,0
234703.5256,759795.854,0
238287.3357,759193.4578,0
239411.6015,758586.2129,0
217335.1434,755343.0603,0
224927.0101,751850.4896,0
225436.5843,751994.0162,0
221982.3968,740787.7863,0
214490.9915,747570.3281,0
208909.9129,750248.4033,0
184523.3637,552864.5714,0
181179.9532,571043.639,0
180302.7361,572544.6425,0
211853.0678,573609.2413,0
211983.1235,573595.6656,0
160787.9002,601884.4537,0
161960.4934,593240.9145,0
162764.8391,619408.615,0
171565.798,617159.4115,0
163052.575,620549.9341,0
177752.803,617684.6513,0
177113.2503,626756.8497,0
165552.2718,625881.5732,0
212634.3483,601399.8207,0
195892.1533,691400.1766,0
192242.7344,685320.8661,0
198421.9883,561966.7828,0
179682.8763,629841.1055,0
180343.7901,629983.1183,0
184939.8439,634588.9194,0
190746.8798,635427.4611,0
192225.215,635879.8726,0
197972.6002,638034.5057,0
158606.7534,610851.0612,0
210321.1875,731347.6288,0
235229.9579,728368.4516,0
251548.7351,735588.0919,0
209069.0478,728755.3753,0
210091.0232,732658.9704,0
210774.2968,732112.3227,0
210479.0983,732033.524,0
233178.572,635737.9681,0
211670.9355,741791.6505,0
212518.4604,742549.4446,0
224959.6626,639878.5901,0
224901.3734,640176.3196,0
225248.508,640356.1328,0
227458.4071,741670.673,0
228139.9362,741680.3512,0
235291.6169,740926.6844,0
235730.0682,741210.9701,0
230706.185,741059.3518,0
230036.9901,741228.1398,0
223785.3346,646499.2242,0
179838.536,579996.7906,0
224949.9268,640173.5179,0
198969.1824,638524.4059,0
215397.7259,735286.677,0
214461.3567,734867.0124,0
213716.3078,734850.2695,0
215195.411,734766.8936,0
195602.0868,665623.183,0
179109.6243,643942.7322,0
182536.8717,641513.5496,0
238204.0073,744815.5388,0
237819.0021,746081.4158,0
237823.9348,746067.8505,0
243062.5269,752495.4564,0
242928.9398,752010.3535,0
238442.1313,747783.8432,0
239001.0931,748868.7336,0
245200.6304,755536.5244,0
245234.328,755273.2796,0
162699.4572,591677.0917,0
208917.8558,625589.487,0
179166.5169,613517.6907,0
238120.8443,745027.1837,0
212584.0564,617081.1542,0
228986.0747,735160.551,0
220594.9582,634837.3708,0
224428.447,669142.0896,0
224435.4034,669043.6559,0
202287.9204,705541.5074,0
236208.531,717858.625,0
209154.1449,765016.0564,0
214247.4586,765588.0281,0
172694.9204,639854.1636,0
167042.3776,621230.5263,0
195410.2641,664990.3721,0
194889.1853,666261.1237,0
201931.332,635248.9624,0
201439.7303,634088.4227,0
201496.4032,633814.1383,0
200852.4081,631537.5295,0
200209.645,630974.6506,0
199813.7589,630419.422,0
199927.5213,630657.8405,0
202127.7609,709121.3246,0
202251.1174,709563.0697,0
201543.505,708958.9222,0
188845.2126,659442.208,0
191322.9827,655174.2448,0
