x,y,avtala
215528.6721,762047.8286,0.09
215528.6721,762047.8286,0.09
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.09
215528.6721,762047.8286,0.09
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.09
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.08
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.06
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.07
215528.6721,762047.8286,0.06
241538.9848,736357.6193,0.07
241538.9848,736357.6193,0.07
241538.9848,736357.6193,0.07
241538.9848,736357.6193,0.06
241538.9848,736357.6193,0.06
241538.9848,736357.6193,0.06
241538.9848,736357.6193,0.06
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.06
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.06
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.05
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.04
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.02
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
241538.9848,736357.6193,0.03
232340.1829,739237.707,0.17
232340.1829,739237.707,0.17
232340.1829,739237.707,0.17
232340.1829,739237.707,0.17
232340.1829,739237.707,0.16
232340.1829,739237.707,0.17
232340.1829,739237.707,0.17
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.15
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.16
232340.1829,739237.707,0.15
232340.1829,739237.707,0.15
232340.1829,739237.707,0.15
232340.1829,739237.707,0.16
232340.1829,739237.707,0.14
232340.1829,739237.707,0.14
232340.1829,739237.707,0.15
232340.1829,739237.707,0.14
232340.1829,739237.707,0.15
232340.1829,739237.707,0.15
232340.1829,739237.707,0.16
232340.1829,739237.707,0.15
232340.1829,739237.707,0.14
232340.1829,739237.707,0.15
232340.1829,739237.707,0.15
232340.1829,739237.707,0.15
232340.1829,739237.707,0.14
232340.1829,739237.707,0.14
232340.1829,739237.707,0.13
232340.1829,739237.707,0.14
232340.1829,739237.707,0.14
232340.1829,739237.707,0.14
232340.1829,739237.707,0.14
232340.1829,739237.707,0.13
232340.1829,739237.707,0.13
232340.1829,739237.707,0.13
232340.1829,739237.707,0.13
232340.1829,739237.707,0.13
232340.1829,739237.707,0.13
232340.1829,739237.707,0.12
232340.1829,739237.707,0.13
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.13
232340.1829,739237.707,0.13
232340.1829,739237.707,0.13
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.13
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.11
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.12
232340.1829,739237.707,0.11
232340.1829,739237.707,0.11
232340.1829,739237.707,0.10
232340.1829,739237.707,0.10
232340.1829,739237.707,0.10
232340.1829,739237.707,0.10
232340.1829,739237.707,0.10
232340.1829,739237.707,0.09
232340.1829,739237.707,0.09
232340.1829,739237.707,0.09
232340.1829,739237.707,0.09
232340.1829,739237.707,0.09
232340.1829,739237.707,0.09
232340.1829,739237.707,0.09
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.08
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.07
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
232340.1829,739237.707,0.08
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.17
224991.2982,745985.5534,0.17
224991.2982,745985.5534,0.17
224991.2982,745985.5534,0.17
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.16
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.15
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.14
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.12
224991.2982,745985.5534,0.12
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.13
224991.2982,745985.5534,0.12
224991.2982,745985.5534,0.12
224991.2982,745985.5534,0.11
224991.2982,745985.5534,0.11
224991.2982,745985.5534,0.11
224991.2982,745985.5534,0.11
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.11
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.10
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.09
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.08
224991.2982,745985.5534,0.09
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.15
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.15
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.14
224843.8341,735939.3819,0.13
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.13
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.12
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.11
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.10
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.07
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.08
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224843.8341,735939.3819,0.09
224263.7874,758418.507,0.13
224263.7874,758418.507,0.13
224263.7874,758418.507,0.13
224263.7874,758418.507,0.13
224263.7874,758418.507,0.13
224263.7874,758418.507,0.13
224263.7874,758418.507,0.13
224263.7874,758418.507,0.13
224263.7874,758418.507,0.12
224263.7874,758418.507,0.13
224263.7874,758418.507,0.12
224263.7874,758418.507,0.12
224263.7874,758418.507,0.13
224263.7874,758418.507,0.12
224263.7874,758418.507,0.12
224263.7874,758418.507,0.12
224263.7874,758418.507,0.12
224263.7874,758418.507,0.12
224263.7874,758418.507,0.12
224263.7874,758418.507,0.12
224263.7874,758418.507,0.11
224263.7874,758418.507,0.11
224263.7874,758418.507,0.11
224263.7874,758418.507,0.11
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.10
224263.7874,758418.507,0.10
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.09
224263.7874,758418.507,0.09
224263.7874,758418.507,0.08
224263.7874,758418.507,0.07
224263.7874,758418.507,0.08
224263.7874,758418.507,0.09
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.08
224263.7874,758418.507,0.08
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.06
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.06
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.06
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.07
224263.7874,758418.507,0.06
209523.0328,765471.255,0.11
209523.0328,765471.255,0.12
209523.0328,765471.255,0.12
209523.0328,765471.255,0.11
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.11
209523.0328,765471.255,0.11
209523.0328,765471.255,0.10
209523.0328,765471.255,0.11
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.11
209523.0328,765471.255,0.11
209523.0328,765471.255,0.11
209523.0328,765471.255,0.11
209523.0328,765471.255,0.11
209523.0328,765471.255,0.12
209523.0328,765471.255,0.12
209523.0328,765471.255,0.11
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.11
209523.0328,765471.255,0.09
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.09
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.10
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.10
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.10
209523.0328,765471.255,0.10
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.08
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.09
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.07
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.08
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.06
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.06
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
209523.0328,765471.255,0.07
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.06
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.05
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.02
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.04
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.02
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.02
224385.6439,770221.0486,0.02
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.02
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
224385.6439,770221.0486,0.03
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.13
230687.0057,738411.0148,0.13
230687.0057,738411.0148,0.13
230687.0057,738411.0148,0.13
230687.0057,738411.0148,0.13
230687.0057,738411.0148,0.13
230687.0057,738411.0148,0.13
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.12
230687.0057,738411.0148,0.11
230687.0057,738411.0148,0.11
230687.0057,738411.0148,0.11
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.11
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.11
230687.0057,738411.0148,0.11
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.09
230687.0057,738411.0148,0.09
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.10
230687.0057,738411.0148,0.09
230687.0057,738411.0148,0.09
230687.0057,738411.0148,0.09
