x,y,avtala
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.03
189481.6015,686635.7491,0.02
189481.6015,686635.7491,0.02
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.10
160457.8459,592170.0098,0.09
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.08
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.07
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.06
160457.8459,592170.0098,0.05
160457.8459,592170.0098,0.06
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.04
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.04
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.03
192057.2281,687138.921,0.02
192057.2281,687138.921,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.04
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.03
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.02
188390.2327,663143.6488,0.03
